Timestamp;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Latitude;Longitude;Speed
20190405_174438;0.785;-1.125;9.850;0.003;0.105;0.005;49.03958;13.23131;0.0
20190405_174438;-0.318;-1.166;9.735;-0.004;-0.047;-0.004;49.03958;13.23131;0.0
20190405_174438;-0.192;-1.034;9.733;0.004;0.034;0.007;49.03958;13.23131;0.0
20190405_174438;0.599;-1.176;9.881;-0.010;-0.092;-0.006;49.03958;13.23131;0.0
20190405_174438;-0.692;-1.070;9.453;0.008;0.151;0.007;49.03958;13.23131;0.0
20190405_174438;0.546;-1.152;9.886;-0.008;-0.086;-0.003;49.03958;13.23131;0.0
20190405_174439;-0.603;-1.099;9.532;0.001;0.089;0.005;49.03958;13.23131;0.0
20190405_174439;0.807;-1.123;9.831;0.000;-0.054;-0.002;49.03958;13.23131;0.0
20190405_174439;-0.977;-1.101;9.321;0.006;0.115;-0.001;49.03958;13.23131;0.0
20190405_174439;0.747;-1.075;10.176;0.005;0.012;0.006;49.03958;13.23131;0.0
20190405_174439;-0.709;-1.164;9.625;0.005;0.007;-0.003;49.03958;13.23131;0.0
20190405_174439;-0.196;-1.178;9.718;0.005;0.136;0.004;49.03958;13.23131;0.0
20190405_174439;0.227;-1.190;9.814;-0.010;-0.115;-0.006;49.03958;13.23131;0.0
20190405_174439;-0.668;-1.018;9.548;0.006;0.106;0.002;49.03958;13.23131;0.0
20190405_174439;-0.146;-1.214;9.694;-0.004;-0.056;-0.003;49.03958;13.23131;0.0
20190405_174440;0.900;-1.097;9.888;0.004;0.051;0.005;49.03958;13.23131;0.0
20190405_174440;-0.077;-1.094;9.771;0.006;0.060;0.001;49.03958;13.23131;0.0
20190405_174440;0.242;-1.209;9.757;-0.008;-0.098;-0.004;49.03958;13.23131;0.0
20190405_174440;-0.546;-1.046;9.582;0.009;0.161;0.006;49.03958;13.23131;0.0
20190405_174440;-0.857;-1.183;9.314;0.006;0.026;-0.001;49.03958;13.23131;0.0
20190405_174440;-0.029;-1.046;9.764;0.004;0.082;0.004;49.03958;13.23131;0.0
20190405_174440;0.055;-1.049;9.771;0.010;0.133;0.004;49.03958;13.23131;0.0
20190405_174440;0.828;-1.092;10.092;0.004;-0.004;0.004;49.03958;13.23131;0.0
20190405_174440;-0.986;-1.171;9.639;0.008;0.026;-0.001;49.03958;13.23131;0.0
20190405_174441;0.833;-1.104;9.718;0.006;0.130;0.005;49.03958;13.23131;0.0
20190405_174441;0.089;-1.216;9.757;-0.012;-0.133;-0.006;49.03958;13.23131;0.0
20190405_174441;-0.778;-0.977;9.520;0.007;0.086;0.001;49.03958;13.23131;0.0
20190405_174441;0.170;-1.250;9.606;0.001;-0.093;0.001;49.03958;13.23131;0.0
20190405_174441;-0.814;-0.838;9.872;-0.007;-0.129;-0.005;49.03958;13.23131;0.0
20190405_174441;0.318;-0.627;9.893;0.008;0.029;0.003;49.03958;13.23131;0.0
20190405_174441;-0.910;-0.634;9.534;-0.005;-0.096;-0.013;49.03958;13.23131;0.0
20190405_174441;-0.113;-0.345;9.678;0.004;0.057;-0.004;49.03958;13.23131;0.0
20190405_174442;0.129;-0.673;9.711;-0.011;-0.104;-0.015;49.03958;13.23131;0.0
20190405_174442;0.508;-0.536;10.226;0.002;0.006;-0.010;49.03958;13.23131;0.0
20190405_174442;-0.936;-0.354;9.359;-0.007;-0.129;-0.018;49.03958;13.23131;0.0
20190405_174442;0.103;-0.225;9.994;0.003;0.039;-0.007;49.03958;13.23131;0.0
20190405_174442;-1.204;-0.294;9.275;0.002;0.002;-0.015;49.03958;13.23131;0.0
20190405_174442;0.505;-0.223;10.118;0.004;0.019;-0.005;49.03958;13.23131;0.0
20190405_174442;-1.161;-0.342;9.421;-0.010;-0.169;-0.006;49.03958;13.23131;0.0
20190405_174442;-0.857;-0.158;9.424;0.008;0.139;0.011;49.03958;13.23131;0.0
20190405_174442;-0.067;-0.304;9.857;-0.008;-0.104;0.005;49.03958;13.23131;0.0
20190405_174443;-0.285;-0.318;9.917;0.009;0.115;0.008;49.03958;13.23131;0.9
20190405_174443;-0.129;-0.290;9.647;0.000;0.106;0.003;49.03958;13.23131;0.9
20190405_174443;0.141;-0.093;9.800;0.005;0.046;0.018;49.03958;13.23131;0.9
20190405_174443;-0.120;-0.012;9.335;0.021;-0.055;0.008;49.03958;13.23131;0.9
20190405_174443;0.120;0.132;9.596;0.017;-0.004;0.012;49.03958;13.23131;0.9
20190405_174443;-0.316;-0.256;10.099;0.006;0.003;0.020;49.03958;13.23131;0.9
20190405_174443;0.060;-0.306;10.030;0.018;-0.166;0.012;49.03958;13.23131;0.9
20190405_174443;0.500;-0.273;10.056;0.034;-0.150;0.006;49.03958;13.23131;0.9
20190405_174443;-0.180;0.069;9.544;0.044;-0.102;0.021;49.03956;13.23131;3.3
20190405_174444;-0.156;0.050;10.408;0.062;-0.016;0.027;49.03956;13.23131;3.3
20190405_174444;-0.182;0.045;9.548;0.020;-0.092;0.021;49.03956;13.23131;3.3
20190405_174444;0.457;0.175;9.108;0.013;-0.076;0.035;49.03956;13.23131;3.3
20190405_174444;0.369;0.359;9.031;0.024;-0.082;0.032;49.03956;13.23131;3.3
20190405_174444;0.261;0.548;10.142;0.070;-0.065;0.034;49.03956;13.23131;3.3
20190405_174444;0.352;0.407;9.898;0.037;-0.035;0.040;49.03956;13.23131;3.3
20190405_174444;0.464;0.666;9.012;0.028;-0.050;0.041;49.03956;13.23131;3.3
20190405_174444;0.445;0.342;10.008;0.021;-0.066;0.063;49.03956;13.23131;3.3
20190405_174445;0.110;-0.194;10.209;-0.018;-0.118;0.058;49.03954;13.23131;6.9
20190405_174445;0.019;-0.704;10.827;-0.016;-0.060;0.041;49.03954;13.23131;6.9
20190405_174445;0.769;-0.376;11.411;-0.020;-0.154;0.074;49.03954;13.23131;6.9
20190405_174445;1.166;-0.354;9.481;0.001;0.054;0.067;49.03954;13.23131;6.9
20190405_174445;0.388;-0.050;9.139;0.018;0.078;0.065;49.03954;13.23131;6.9
20190405_174445;0.108;-0.589;9.833;-0.013;0.001;0.079;49.03954;13.23131;6.9
20190405_174445;0.555;-0.515;9.125;-0.005;0.020;0.083;49.03954;13.23131;6.9
20190405_174445;0.876;-0.670;10.784;0.003;0.079;0.078;49.03954;13.23131;6.9
20190405_174445;0.450;-0.101;9.809;0.034;0.086;0.085;49.03954;13.23131;6.9
20190405_174446;-0.814;0.438;9.254;0.056;0.131;0.066;49.03952;13.23131;9.2
20190405_174446;0.160;0.115;10.236;0.034;-0.056;0.085;49.03952;13.23131;9.2
20190405_174446;-0.024;0.105;10.638;-0.068;0.061;0.112;49.03952;13.23131;9.2
20190405_174446;-0.453;0.180;9.517;-0.091;0.097;0.090;49.03952;13.23131;9.2
20190405_174446;-0.156;0.120;9.132;-0.036;0.095;0.097;49.03952;13.23131;9.2
20190405_174446;-0.283;0.079;9.951;0.003;0.054;0.104;49.03952;13.23131;9.2
20190405_174446;-0.491;0.421;10.171;-0.043;0.082;0.093;49.03952;13.23131;9.2
20190405_174446;-0.656;0.316;9.579;-0.006;0.071;0.093;49.03952;13.23131;9.2
20190405_174447;-0.522;0.895;8.864;-0.022;-0.001;0.080;49.03948;13.23131;11.9
20190405_174447;-0.378;0.536;9.153;-0.004;0.019;0.061;49.03948;13.23131;11.9
20190405_174447;-0.340;0.287;9.977;0.017;-0.059;0.057;49.03948;13.23131;11.9
20190405_174447;-0.436;0.663;10.726;-0.002;0.023;0.047;49.03948;13.23131;11.9
20190405_174447;-0.503;0.328;10.640;0.004;0.024;0.045;49.03948;13.23131;11.9
20190405_174447;-0.350;0.273;8.564;-0.020;0.027;0.040;49.03948;13.23131;11.9
20190405_174447;-0.788;-0.247;10.576;0.006;-0.035;0.042;49.03948;13.23131;11.9
20190405_174447;-0.079;0.122;9.692;-0.011;-0.010;0.041;49.03948;13.23131;11.9
20190405_174447;-0.632;0.460;10.099;0.011;0.072;0.043;49.03948;13.23131;11.9
20190405_174448;-0.843;-0.165;9.309;-0.008;0.046;0.041;49.03944;13.23132;15.5
20190405_174448;-0.532;-0.043;9.180;-0.016;-0.005;0.036;49.03944;13.23132;15.5
20190405_174448;-0.393;0.488;9.568;-0.008;0.024;0.042;49.03944;13.23132;15.5
20190405_174448;-0.819;0.163;10.362;0.022;0.049;0.045;49.03944;13.23132;15.5
20190405_174448;-0.541;0.395;10.458;0.007;-0.037;0.045;49.03944;13.23132;15.5
20190405_174448;-0.417;0.893;9.982;-0.007;0.018;0.046;49.03944;13.23132;15.5
20190405_174448;-0.306;0.745;9.426;-0.004;0.035;0.043;49.03944;13.23132;15.5
20190405_174448;-0.340;0.709;9.287;-0.008;0.006;0.029;49.03944;13.23132;15.5
20190405_174449;0.079;0.306;9.591;-0.000;-0.047;0.029;49.03939;13.23133;19.2
20190405_174449;-0.400;0.472;9.840;0.004;0.002;0.027;49.03939;13.23133;19.2
20190405_174449;-0.520;0.824;10.157;-0.017;-0.020;0.027;49.03939;13.23133;19.2
20190405_174449;-0.338;0.694;9.314;-0.011;0.046;0.029;49.03939;13.23133;19.2
20190405_174449;-0.608;0.338;10.379;-0.003;-0.063;0.026;49.03939;13.23133;19.2
20190405_174449;-0.151;0.168;9.505;0.022;-0.051;0.030;49.03939;13.23133;19.2
20190405_174449;-0.503;0.539;10.415;0.006;0.052;0.029;49.03939;13.23133;19.2
20190405_174449;-0.632;0.053;9.661;0.005;0.055;0.030;49.03939;13.23133;19.2
20190405_174449;-0.802;0.328;8.789;-0.017;0.035;0.031;49.03933;13.23136;23.6
20190405_174450;-0.690;0.055;9.757;0.008;-0.034;0.030;49.03933;13.23136;23.6
20190405_174450;-0.532;0.536;10.688;0.014;-0.035;0.033;49.03933;13.23136;23.6
20190405_174450;-0.390;0.259;10.839;0.011;-0.036;0.034;49.03933;13.23136;23.6
20190405_174450;-0.043;-0.029;8.830;0.004;0.016;0.034;49.03933;13.23136;23.6
20190405_174450;-0.546;0.472;10.561;0.021;-0.043;0.036;49.03933;13.23136;23.6
20190405_174450;-0.567;0.433;9.601;0.034;-0.028;0.043;49.03933;13.23136;23.6
20190405_174450;-0.783;0.575;10.710;-0.030;-0.036;0.030;49.03933;13.23136;23.6
20190405_174450;-0.670;-0.170;9.079;-0.013;0.082;0.034;49.03933;13.23136;23.6
20190405_174451;-1.669;0.290;10.781;0.012;0.001;0.040;49.03926;13.23139;27.8
20190405_174451;-0.055;0.045;8.868;-0.000;0.013;0.041;49.03926;13.23139;27.8
20190405_174451;-1.080;-0.127;9.888;0.016;0.023;0.034;49.03926;13.23139;27.8
20190405_174451;-1.173;0.385;10.516;-0.004;0.046;0.027;49.03926;13.23139;27.8
20190405_174451;-0.062;0.043;9.723;-0.013;0.025;0.031;49.03926;13.23139;27.8
20190405_174451;-0.833;-0.656;8.904;-0.000;-0.014;0.031;49.03926;13.23139;27.8
20190405_174451;-0.654;-0.330;9.098;0.019;0.105;0.038;49.03926;13.23139;27.8
20190405_174451;0.287;-0.225;9.278;0.002;-0.115;0.017;49.03926;13.23139;27.8
20190405_174451;-0.206;-0.584;9.307;0.018;0.026;0.016;49.03918;13.23144;31.6
20190405_174452;-1.314;0.397;10.135;0.006;0.048;0.001;49.03918;13.23144;31.6
20190405_174452;0.057;0.306;10.851;-0.018;-0.075;-0.001;49.03918;13.23144;31.6
20190405_174452;-0.141;-0.670;9.184;0.012;0.029;0.004;49.03918;13.23144;31.6
20190405_174452;0.230;0.304;10.149;0.024;0.076;0.010;49.03918;13.23144;31.6
20190405_174452;-0.230;0.144;10.640;0.006;-0.040;-0.001;49.03918;13.23144;31.6
20190405_174452;-0.247;-0.828;8.964;0.006;-0.046;0.007;49.03918;13.23144;31.6
20190405_174452;-0.776;0.555;10.080;-0.021;0.029;-0.004;49.03918;13.23144;31.6
20190405_174452;-0.266;0.397;10.731;0.029;-0.033;0.001;49.03918;13.23144;31.6
20190405_174453;-0.127;-0.122;9.182;0.033;0.079;0.005;49.03909;13.23149;35.2
20190405_174453;-0.141;-0.390;9.357;0.001;0.056;0.004;49.03909;13.23149;35.2
20190405_174453;-0.338;-0.374;9.536;-0.009;-0.026;-0.001;49.03909;13.23149;35.2
20190405_174453;0.038;-0.237;9.213;0.010;-0.038;-0.001;49.03909;13.23149;35.2
20190405_174453;0.565;-0.024;9.105;0.003;-0.020;0.002;49.03909;13.23149;35.2
20190405_174453;-0.819;-0.026;10.547;-0.002;-0.032;0.001;49.03909;13.23149;35.2
20190405_174453;-0.110;0.093;9.067;-0.009;-0.013;-0.006;49.03909;13.23149;35.2
20190405_174453;-0.182;0.029;10.334;0.011;-0.026;-0.001;49.03909;13.23149;35.2
20190405_174453;-0.127;0.225;9.740;-0.013;0.039;0.001;49.03900;13.23155;38.2
20190405_174454;-0.196;-0.268;9.508;0.013;0.036;0.001;49.03900;13.23155;38.2
20190405_174454;-0.385;-0.072;11.033;0.026;0.048;0.002;49.03900;13.23155;38.2
20190405_174454;0.029;-0.065;8.461;0.006;0.114;0.001;49.03900;13.23155;38.2
20190405_174454;-0.247;0.146;10.168;0.011;-0.019;0.001;49.03900;13.23155;38.2
20190405_174454;-0.587;-0.237;9.603;0.011;0.012;-0.003;49.03900;13.23155;38.2
20190405_174454;-0.156;0.034;8.823;-0.009;-0.065;-0.002;49.03900;13.23155;38.2
20190405_174454;0.012;-0.280;8.787;0.004;-0.036;0.002;49.03900;13.23155;38.2
20190405_174454;0.431;0.086;8.591;-0.011;-0.082;-0.004;49.03900;13.23155;38.2
20190405_174454;-0.244;0.045;10.664;0.012;-0.051;-0.002;49.03890;13.23161;41.3
20190405_174455;-0.256;0.105;11.074;-0.004;-0.047;0.001;49.03890;13.23161;41.3
20190405_174455;0.251;0.084;8.684;-0.035;-0.052;-0.007;49.03890;13.23161;41.3
20190405_174455;-0.881;0.414;9.620;0.029;0.095;0.001;49.03890;13.23161;41.3
20190405_174455;0.043;-0.057;9.139;0.006;0.034;-0.006;49.03890;13.23161;41.3
20190405_174455;-0.529;0.335;9.831;-0.018;0.039;-0.002;49.03890;13.23161;41.3
20190405_174455;-0.951;0.493;10.188;-0.027;-0.116;-0.008;49.03890;13.23161;41.3
20190405_174455;0.292;-0.103;9.414;-0.021;-0.100;-0.007;49.03890;13.23161;41.3
20190405_174455;-0.170;-0.026;10.212;0.003;0.014;-0.001;49.03890;13.23161;41.3
20190405_174456;-0.759;0.383;10.501;0.017;0.071;-0.001;49.03879;13.23167;44.7
20190405_174456;0.256;-0.290;9.235;0.020;-0.010;0.002;49.03879;13.23167;44.7
20190405_174456;-0.302;-0.261;8.871;-0.019;-0.039;-0.006;49.03879;13.23167;44.7
20190405_174456;0.136;-0.177;9.335;-0.013;0.048;-0.003;49.03879;13.23167;44.7
20190405_174456;-0.448;0.151;10.669;0.009;-0.018;-0.002;49.03879;13.23167;44.7
20190405_174456;-0.026;0.340;10.564;0.026;0.035;0.004;49.03879;13.23167;44.7
20190405_174456;-0.855;0.254;10.099;0.015;0.026;-0.002;49.03879;13.23167;44.7
20190405_174456;-0.603;-0.010;10.468;0.004;0.043;0.005;49.03879;13.23167;44.7
20190405_174456;1.233;0.184;8.947;0.009;-0.128;0.002;49.03879;13.23167;44.7
20190405_174456;-0.833;0.498;10.315;-0.013;0.126;-0.004;49.03868;13.23174;47.7
20190405_174457;0.057;0.541;9.982;-0.019;-0.099;-0.002;49.03868;13.23174;47.7
20190405_174457;0.567;0.158;10.073;-0.018;-0.088;0.001;49.03868;13.23174;47.7
20190405_174457;0.045;-0.244;9.721;-0.004;0.059;0.003;49.03868;13.23174;47.7
20190405_174457;0.627;0.007;10.037;-0.027;-0.131;-0.002;49.03868;13.23174;47.7
20190405_174457;0.347;-0.359;9.915;0.020;0.001;0.008;49.03868;13.23174;47.7
20190405_174457;1.513;-0.280;9.963;0.004;-0.040;0.010;49.03868;13.23174;47.7
20190405_174457;0.414;-0.412;10.382;0.010;0.084;-0.006;49.03868;13.23174;47.7
20190405_174457;-1.621;-0.623;8.617;-0.019;0.186;-0.003;49.03868;13.23174;47.7
20190405_174457;0.211;-0.520;8.665;0.004;0.009;-0.002;49.03856;13.23182;50.8
20190405_174458;-0.433;-0.242;10.355;-0.009;-0.099;0.003;49.03856;13.23182;50.8
20190405_174458;0.342;0.472;10.262;-0.016;-0.183;-0.005;49.03856;13.23182;50.8
20190405_174458;-0.891;-0.912;8.586;0.013;0.134;-0.003;49.03856;13.23182;50.8
20190405_174458;-0.855;0.259;9.266;-0.009;0.054;-0.004;49.03856;13.23182;50.8
20190405_174458;-0.060;-0.306;10.911;-0.002;0.056;-0.003;49.03856;13.23182;50.8
20190405_174458;-0.508;-0.546;10.755;0.004;0.239;0.001;49.03856;13.23182;50.8
20190405_174458;-0.795;-0.706;11.663;0.015;0.155;0.003;49.03856;13.23182;50.8
20190405_174458;1.719;-0.048;9.857;0.033;0.063;0.012;49.03856;13.23182;50.8
20190405_174459;0.730;0.084;9.472;-0.018;-0.149;-0.004;49.03843;13.23190;53.6
20190405_174459;-1.144;-0.661;8.979;-0.007;-0.053;-0.010;49.03843;13.23190;53.6
20190405_174459;-1.056;-0.170;10.310;0.010;0.060;0.001;49.03843;13.23190;53.6
20190405_174459;0.953;-0.125;9.101;-0.013;-0.090;0.002;49.03843;13.23190;53.6
20190405_174459;0.982;-0.062;9.661;0.007;0.076;0.006;49.03843;13.23190;53.6
20190405_174459;0.682;-0.505;9.034;-0.009;0.040;0.005;49.03843;13.23190;53.6
20190405_174459;0.160;0.048;10.288;-0.013;-0.037;-0.006;49.03843;13.23190;53.6
20190405_174459;0.354;0.146;8.308;0.034;0.137;-0.003;49.03843;13.23190;53.6
20190405_174459;0.402;0.048;10.741;-0.005;0.004;-0.002;49.03843;13.23190;53.6
20190405_174500;-0.634;-0.733;9.381;0.013;0.090;-0.007;49.03829;13.23197;56.5
20190405_174500;-0.031;-0.354;9.091;0.010;0.080;-0.002;49.03829;13.23197;56.5
20190405_174500;-0.283;-0.089;10.635;-0.017;-0.053;-0.001;49.03829;13.23197;56.5
20190405_174500;0.608;-0.575;9.017;0.015;-0.015;0.005;49.03829;13.23197;56.5
20190405_174500;0.402;0.036;9.721;-0.002;-0.139;-0.006;49.03829;13.23197;56.5
20190405_174500;0.043;-0.366;9.129;0.001;0.035;0.002;49.03829;13.23197;56.5
20190405_174500;0.376;-0.682;9.742;-0.008;-0.103;-0.006;49.03829;13.23197;56.5
20190405_174500;0.393;0.072;10.286;-0.008;0.050;0.005;49.03829;13.23197;56.5
20190405_174500;0.148;-0.912;9.340;-0.007;-0.032;-0.002;49.03815;13.23205;59.2
20190405_174501;0.062;-0.201;9.388;-0.014;0.015;0.002;49.03815;13.23205;59.2
20190405_174501;-0.302;-0.534;8.581;0.019;0.064;0.001;49.03815;13.23205;59.2
20190405_174501;-0.974;-0.704;8.550;0.001;-0.076;-0.005;49.03815;13.23205;59.2
20190405_174501;-0.266;-1.020;8.818;0.010;-0.062;-0.003;49.03815;13.23205;59.2
20190405_174501;-0.462;-0.821;9.204;0.002;0.017;0.004;49.03815;13.23205;59.2
20190405_174501;-0.354;-1.214;8.935;0.006;-0.004;0.002;49.03815;13.23205;59.2
20190405_174501;0.378;-1.104;9.350;0.003;-0.004;0.004;49.03815;13.23205;59.2
20190405_174501;-0.065;-0.661;9.570;-0.005;0.027;0.002;49.03815;13.23205;59.2
20190405_174502;-0.996;-0.486;8.112;0.001;0.099;0.003;49.03800;13.23213;60.6
20190405_174502;0.759;-0.529;10.638;-0.006;-0.129;-0.001;49.03800;13.23213;60.6
20190405_174502;0.369;-0.826;9.048;-0.005;-0.030;-0.000;49.03800;13.23213;60.6
20190405_174502;-0.263;-1.216;9.278;0.001;0.071;0.007;49.03800;13.23213;60.6
20190405_174502;-0.144;-0.524;10.013;-0.000;-0.060;0.005;49.03800;13.23213;60.6
20190405_174502;0.467;-0.563;10.604;-0.002;-0.007;-0.000;49.03800;13.23213;60.6
20190405_174502;0.374;-0.651;9.158;-0.004;-0.003;0.002;49.03800;13.23213;60.6
20190405_174502;0.294;-0.433;8.921;-0.004;0.054;0.005;49.03800;13.23213;60.6
20190405_174502;0.352;-0.625;10.164;-0.007;-0.046;0.004;49.03785;13.23222;62.8
20190405_174503;-0.232;-0.144;9.965;-0.006;0.024;0.004;49.03785;13.23222;62.8
20190405_174503;-0.034;-0.496;9.790;0.004;0.075;0.002;49.03785;13.23222;62.8
20190405_174503;0.572;-0.680;9.347;-0.004;-0.017;-0.000;49.03785;13.23222;62.8
20190405_174503;0.357;-0.876;9.757;0.007;-0.032;0.005;49.03785;13.23222;62.8
20190405_174503;-0.038;-0.321;8.830;-0.011;-0.012;0.001;49.03785;13.23222;62.8
20190405_174503;0.251;-0.694;9.177;0.003;-0.033;0.001;49.03785;13.23222;62.8
20190405_174503;-0.237;-0.977;9.316;-0.012;0.041;-0.001;49.03785;13.23222;62.8
20190405_174503;-0.194;-0.565;10.310;-0.001;0.024;-0.000;49.03785;13.23222;62.8
20190405_174504;0.371;-1.142;9.666;-0.021;-0.012;0.002;49.03770;13.23231;65.7
20190405_174504;-0.460;-0.385;8.619;0.013;0.045;0.004;49.03770;13.23231;65.7
20190405_174504;0.077;-0.594;10.635;0.007;-0.015;0.005;49.03770;13.23231;65.7
20190405_174504;-0.184;-0.575;10.152;-0.009;-0.059;-0.001;49.03770;13.23231;65.7
20190405_174504;0.651;-0.417;8.643;-0.008;0.057;-0.002;49.03770;13.23231;65.7
20190405_174504;0.069;-0.637;9.254;0.011;-0.081;0.005;49.03770;13.23231;65.7
20190405_174504;-0.098;-0.872;10.542;0.008;0.053;0.004;49.03770;13.23231;65.7
20190405_174504;-0.029;-0.304;9.977;-0.003;0.065;0.001;49.03770;13.23231;65.7
20190405_174504;-0.517;-0.603;9.314;0.016;-0.016;0.005;49.03770;13.23231;65.7
20190405_174505;0.623;-1.073;9.752;-0.002;0.029;0.003;49.03754;13.23240;67.0
20190405_174505;-0.127;-0.745;9.649;0.027;0.023;0.003;49.03754;13.23240;67.0
20190405_174505;0.347;-1.123;10.619;0.004;0.034;0.005;49.03754;13.23240;67.0
20190405_174505;-0.026;-1.259;9.742;-0.028;-0.036;0.004;49.03754;13.23240;67.0
20190405_174505;0.285;-1.190;9.828;-0.007;0.075;0.004;49.03754;13.23240;67.0
20190405_174505;-0.208;-1.219;9.005;-0.016;-0.072;0.004;49.03754;13.23240;67.0
20190405_174505;0.572;-1.283;9.747;-0.001;0.029;0.004;49.03754;13.23240;67.0
20190405_174505;0.306;-0.781;9.105;0.015;0.097;-0.000;49.03754;13.23240;67.0
20190405_174505;0.261;-0.670;10.044;0.009;-0.008;0.005;49.03738;13.23249;67.2
20190405_174506;0.122;-0.682;9.654;0.014;-0.021;0.007;49.03738;13.23249;67.2
20190405_174506;-0.627;-1.099;9.838;-0.007;-0.027;-0.001;49.03738;13.23249;67.2
20190405_174506;0.927;-0.742;9.618;-0.016;0.044;0.007;49.03738;13.23249;67.2
20190405_174506;0.496;-0.737;9.558;0.003;-0.061;-0.004;49.03738;13.23249;67.2
20190405_174506;0.165;-0.713;9.469;0.017;0.026;0.001;49.03738;13.23249;67.2
20190405_174506;0.314;-0.680;9.699;0.012;-0.007;-0.002;49.03738;13.23249;67.2
20190405_174506;-0.211;-0.809;9.445;0.004;0.020;0.001;49.03738;13.23249;67.2
20190405_174506;0.120;-1.022;10.310;0.006;0.015;-0.001;49.03738;13.23249;67.2
20190405_174507;-0.637;-1.195;9.122;0.009;-0.060;-0.003;49.03722;13.23258;67.2
20190405_174507;0.450;-0.716;9.402;-0.011;-0.035;-0.006;49.03722;13.23258;67.2
20190405_174507;-0.639;-1.176;10.451;-0.001;0.064;-0.004;49.03722;13.23258;67.2
20190405_174507;0.429;-1.166;9.670;0.001;0.001;0.002;49.03722;13.23258;67.2
20190405_174507;-0.283;-1.068;8.938;-0.003;-0.035;-0.002;49.03722;13.23258;67.2
20190405_174507;-0.036;-1.247;9.311;-0.002;0.043;0.003;49.03722;13.23258;67.2
20190405_174507;0.043;-1.176;9.319;0.004;0.048;0.001;49.03722;13.23258;67.2
20190405_174507;-0.251;-1.099;9.314;-0.008;-0.003;-0.004;49.03722;13.23258;67.2
20190405_174507;0.347;-1.269;9.376;-0.010;-0.093;-0.000;49.03706;13.23267;67.7
20190405_174508;-0.551;-1.025;9.718;0.001;0.023;-0.001;49.03706;13.23267;67.7
20190405_174508;0.187;-1.082;9.704;-0.009;-0.038;0.001;49.03706;13.23267;67.7
20190405_174508;-0.546;-1.142;9.805;0.004;0.043;-0.001;49.03706;13.23267;67.7
20190405_174508;0.484;-1.171;10.008;-0.010;0.095;-0.001;49.03706;13.23267;67.7
20190405_174508;0.376;-1.082;9.975;-0.003;-0.060;-0.007;49.03706;13.23267;67.7
20190405_174508;0.393;-1.149;9.915;0.013;-0.008;-0.007;49.03706;13.23267;67.7
20190405_174508;0.199;-1.152;9.582;0.007;0.013;-0.011;49.03706;13.23267;67.7
20190405_174508;-0.287;-1.092;9.457;-0.006;-0.029;-0.009;49.03706;13.23267;67.7
20190405_174509;-0.620;-1.046;8.830;0.005;0.101;-0.008;49.03690;13.23276;66.9
20190405_174509;-0.716;-1.233;9.117;0.005;-0.078;-0.017;49.03690;13.23276;66.9
20190405_174509;-0.069;-1.089;10.118;0.008;0.053;-0.010;49.03690;13.23276;66.9
20190405_174509;0.163;-1.130;9.764;0.007;0.043;-0.014;49.03690;13.23276;66.9
20190405_174509;1.085;-1.053;9.232;0.001;0.009;-0.013;49.03690;13.23276;66.9
20190405_174509;-0.180;-1.573;10.657;0.006;0.098;-0.002;49.03690;13.23276;66.9
20190405_174509;-0.215;-1.291;9.649;0.012;-0.057;-0.013;49.03690;13.23276;66.9
20190405_174509;0.292;-1.231;9.831;0.020;-0.067;-0.012;49.03690;13.23276;66.9
20190405_174509;0.484;-1.456;9.548;-0.007;-0.083;-0.015;49.03690;13.23276;66.9
20190405_174510;-0.778;-1.240;9.137;0.015;0.043;-0.015;49.03675;13.23285;66.1
20190405_174510;0.553;-1.152;9.941;0.023;-0.044;-0.010;49.03675;13.23285;66.1
20190405_174510;0.620;-1.032;9.778;0.010;-0.159;-0.016;49.03675;13.23285;66.1
20190405_174510;-0.043;-1.267;10.417;0.008;0.029;-0.013;49.03675;13.23285;66.1
20190405_174510;1.087;-1.022;9.508;0.001;-0.058;-0.014;49.03675;13.23285;66.1
20190405_174510;-0.941;-1.367;9.647;0.001;0.142;-0.015;49.03675;13.23285;66.1
20190405_174510;-0.089;-1.188;9.984;0.014;-0.072;-0.014;49.03675;13.23285;66.1
20190405_174510;0.419;-1.456;9.706;0.015;-0.130;-0.019;49.03675;13.23285;66.1
20190405_174510;-0.189;-0.931;9.824;0.007;0.004;-0.019;49.03659;13.23293;65.4
20190405_174511;0.168;-1.176;9.757;0.001;0.055;-0.015;49.03659;13.23293;65.4
20190405_174511;0.268;-1.293;8.801;-0.004;-0.057;-0.016;49.03659;13.23293;65.4
20190405_174511;0.431;-1.018;9.448;-0.000;0.037;-0.017;49.03659;13.23293;65.4
20190405_174511;0.936;-1.393;9.510;-0.011;-0.087;-0.014;49.03659;13.23293;65.4
20190405_174511;0.129;-1.530;9.936;-0.016;-0.098;-0.010;49.03659;13.23293;65.4
20190405_174511;0.022;-1.642;9.412;-0.000;0.046;-0.008;49.03659;13.23293;65.4
20190405_174511;-0.215;-1.961;9.951;-0.016;0.049;-0.009;49.03659;13.23293;65.4
20190405_174511;0.505;-1.882;9.429;-0.021;-0.002;-0.003;49.03659;13.23293;65.4
20190405_174511;-0.045;-2.430;8.993;-0.029;0.006;-0.007;49.03644;13.23301;63.5
