Timestamp;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Latitude;Longitude;Speed
20190405_174228;-0.019;-0.271;10.281;0.012;-0.049;0.004;49.04130;13.23040;0.1
20190405_174228;-0.081;-0.268;9.694;-0.011;-0.010;-0.001;49.04130;13.23040;0.1
20190405_174228;-0.213;-0.077;10.219;-0.002;-0.001;0.004;49.04130;13.23040;0.1
20190405_174228;-0.491;-0.069;9.900;-0.004;-0.009;-0.002;49.04130;13.23040;0.1
20190405_174229;-0.201;-0.151;9.469;0.004;0.001;0.003;49.04130;13.23040;0.1
20190405_174229;-0.024;-0.268;9.259;-0.011;0.002;0.001;49.04130;13.23040;0.1
20190405_174229;-0.120;-0.366;10.298;-0.004;0.003;0.003;49.04130;13.23040;0.1
20190405_174229;-0.335;-0.271;10.216;-0.007;0.008;-0.000;49.04130;13.23040;0.1
20190405_174229;-0.524;-0.366;10.595;0.003;0.003;0.002;49.04130;13.23040;0.1
20190405_174229;-0.335;-0.177;9.749;-0.000;0.000;0.002;49.04130;13.23040;0.1
20190405_174229;0.002;-0.438;9.014;-0.008;0.012;-0.001;49.04130;13.23040;0.1
20190405_174229;-0.242;-0.642;10.113;0.005;0.002;-0.002;49.04130;13.23040;0.1
20190405_174229;-0.283;-0.555;9.532;-0.010;-0.002;-0.007;49.04130;13.23040;0.1
20190405_174230;0.005;-0.424;9.084;0.006;0.037;-0.005;49.04130;13.23040;0.0
20190405_174230;0.022;-0.486;9.196;0.008;-0.003;-0.006;49.04130;13.23040;0.0
20190405_174230;-0.227;-0.594;10.161;-0.020;-0.008;-0.008;49.04130;13.23040;0.0
20190405_174230;-0.251;-0.376;9.489;-0.009;0.017;-0.015;49.04130;13.23040;0.0
20190405_174230;0.010;-0.599;9.510;-0.005;0.026;-0.017;49.04130;13.23040;0.0
20190405_174230;-0.108;-0.481;9.412;-0.016;0.018;-0.017;49.04130;13.23040;0.0
20190405_174230;-0.618;-0.510;10.401;0.007;0.034;-0.014;49.04130;13.23040;0.0
20190405_174230;-0.206;-0.089;9.558;0.003;0.030;-0.018;49.04130;13.23040;0.0
20190405_174230;0.024;-0.034;9.168;0.012;-0.020;-0.012;49.04130;13.23040;0.0
20190405_174231;-0.010;-0.105;9.263;0.002;-0.003;-0.010;49.04130;13.23040;0.6
20190405_174231;-0.244;-0.182;10.315;-0.004;-0.031;-0.017;49.04130;13.23040;0.6
20190405_174231;-0.275;-0.069;9.438;0.007;0.023;-0.011;49.04130;13.23040;0.6
20190405_174231;-0.199;-0.261;9.213;-0.005;0.012;-0.012;49.04130;13.23040;0.6
20190405_174231;-0.376;-0.565;10.458;-0.006;0.017;-0.013;49.04130;13.23040;0.6
20190405_174231;-0.476;-0.455;10.592;-0.014;0.030;-0.016;49.04130;13.23040;0.6
20190405_174231;-0.151;-0.268;9.455;-0.015;-0.020;-0.017;49.04130;13.23040;0.6
20190405_174231;-0.393;-0.381;9.752;0.006;-0.026;-0.012;49.04130;13.23040;0.6
20190405_174231;-0.144;-0.479;9.340;-0.024;0.007;-0.018;49.04130;13.23040;0.6
20190405_174232;-0.397;-0.692;10.319;0.001;0.020;-0.020;49.04130;13.23040;0.6
20190405_174232;-0.318;-0.462;9.704;-0.010;-0.013;-0.018;49.04130;13.23040;0.6
20190405_174232;-0.522;-0.527;9.795;0.007;0.011;-0.016;49.04130;13.23040;0.6
20190405_174232;-0.050;-0.603;9.038;0.012;0.024;-0.021;49.04130;13.23040;0.6
20190405_174232;-0.278;-0.441;9.105;-0.004;0.015;-0.023;49.04130;13.23040;0.6
20190405_174232;-0.551;-0.443;10.101;0.015;-0.050;-0.025;49.04130;13.23040;0.6
20190405_174232;-0.017;-0.481;9.184;-0.003;0.012;-0.026;49.04130;13.23040;0.6
20190405_174232;0.110;-0.481;9.733;0.003;0.020;-0.025;49.04130;13.23040;0.6
20190405_174232;-0.005;-0.546;9.292;0.007;0.015;-0.030;49.04130;13.23040;0.6
20190405_174233;0.072;-0.493;9.172;0.000;0.006;-0.017;49.04130;13.23041;0.8
20190405_174233;-0.211;-0.362;9.196;0.017;-0.054;-0.026;49.04130;13.23041;0.8
20190405_174233;0.192;-0.280;10.291;0.007;-0.023;-0.036;49.04130;13.23041;0.8
20190405_174233;-0.122;0.117;9.568;0.015;0.007;-0.018;49.04130;13.23041;0.8
20190405_174233;-0.211;0.271;9.917;0.005;-0.029;-0.020;49.04130;13.23041;0.8
20190405_174233;-0.125;0.371;9.022;0.009;0.032;-0.023;49.04130;13.23041;0.8
20190405_174233;-0.311;0.204;10.159;0.019;-0.009;-0.007;49.04130;13.23041;0.8
20190405_174233;0.010;0.424;9.611;0.006;-0.023;-0.009;49.04130;13.23041;0.8
20190405_174233;-0.086;0.230;9.156;0.006;0.046;-0.010;49.04130;13.23041;0.8
20190405_174234;-0.165;0.129;9.821;-0.002;0.005;0.002;49.04129;13.23041;0.1
20190405_174234;-0.041;-0.426;9.738;-0.011;-0.015;-0.008;49.04129;13.23041;0.1
20190405_174234;-0.345;-0.469;10.298;-0.008;0.007;-0.003;49.04129;13.23041;0.1
20190405_174234;-0.201;-0.534;9.864;0.001;-0.005;-0.001;49.04129;13.23041;0.1
20190405_174234;-0.103;-0.548;10.331;-0.007;0.015;0.016;49.04129;13.23041;0.1
20190405_174234;-0.201;-0.450;9.943;-0.000;-0.040;-0.007;49.04129;13.23041;0.1
20190405_174234;-0.146;-0.338;9.711;0.008;-0.003;-0.010;49.04129;13.23041;0.1
20190405_174234;-0.146;-0.541;9.450;-0.009;-0.007;-0.007;49.04129;13.23041;0.1
20190405_174235;0.045;-0.627;9.316;0.009;0.013;-0.008;49.04129;13.23041;0.1
20190405_174235;-0.160;-0.634;10.202;-0.001;-0.009;-0.011;49.04129;13.23041;0.1
20190405_174235;-0.036;-0.754;9.517;0.012;-0.005;-0.014;49.04129;13.23041;0.1
20190405_174235;-0.225;-0.718;9.917;0.001;-0.027;-0.014;49.04129;13.23041;0.1
20190405_174235;-0.031;-0.828;9.757;0.012;0.004;-0.014;49.04129;13.23041;0.1
20190405_174235;0.045;-0.713;9.857;0.006;-0.027;-0.014;49.04129;13.23041;0.1
20190405_174235;-0.050;-0.567;10.070;0.012;-0.010;-0.015;49.04129;13.23041;0.1
20190405_174235;-0.069;-0.570;9.568;0.011;-0.024;-0.018;49.04129;13.23041;0.1
20190405_174235;0.017;-0.541;9.855;0.016;-0.005;-0.015;49.04129;13.23041;0.6
20190405_174236;0.012;-0.441;9.591;-0.000;0.003;-0.010;49.04129;13.23041;0.6
20190405_174236;-0.089;-0.443;9.697;0.009;-0.025;-0.013;49.04129;13.23041;0.6
20190405_174236;0.022;-0.412;9.579;0.006;0.006;-0.013;49.04129;13.23041;0.6
20190405_174236;-0.139;-0.400;9.821;0.000;-0.005;-0.011;49.04129;13.23041;0.6
20190405_174236;0.156;-0.402;9.723;0.015;-0.017;-0.010;49.04129;13.23041;0.6
20190405_174236;0.045;-0.125;9.809;0.007;-0.009;-0.007;49.04129;13.23041;0.6
20190405_174236;0.287;-0.057;9.766;0.009;-0.001;-0.006;49.04129;13.23041;0.6
20190405_174236;0.211;-0.211;9.259;-0.002;-0.034;-0.007;49.04129;13.23041;0.6
20190405_174237;0.247;-0.189;9.714;0.004;-0.002;0.002;49.04129;13.23041;1.3
20190405_174237;0.050;-0.211;10.001;0.006;-0.012;-0.004;49.04129;13.23041;1.3
20190405_174237;-0.153;-0.019;10.058;0.007;-0.035;-0.007;49.04129;13.23041;1.3
20190405_174237;0.043;0.081;9.845;0.017;0.013;-0.003;49.04129;13.23041;1.3
20190405_174237;-0.220;-0.163;9.941;0.007;-0.028;-0.003;49.04129;13.23041;1.3
20190405_174237;-0.081;-0.050;10.341;0.015;-0.008;-0.004;49.04129;13.23041;1.3
20190405_174237;0.026;-0.117;10.307;0.008;-0.007;-0.003;49.04129;13.23041;1.3
20190405_174237;0.402;0.005;9.692;0.014;0.002;-0.002;49.04129;13.23041;1.3
20190405_174237;0.285;-0.022;9.539;0.004;-0.015;0.001;49.04129;13.23041;1.3
20190405_174238;-0.268;-0.225;9.958;0.008;-0.036;-0.007;49.04128;13.23041;1.7
20190405_174238;0.431;-0.074;10.089;0.022;0.013;0.002;49.04128;13.23041;1.7
20190405_174238;0.350;0.048;9.508;0.002;-0.027;0.001;49.04128;13.23041;1.7
20190405_174238;0.713;0.144;9.599;0.017;0.021;-0.000;49.04128;13.23041;1.7
20190405_174238;-0.043;0.251;10.128;0.018;-0.034;-0.002;49.04128;13.23041;1.7
20190405_174238;0.333;0.156;10.099;0.010;-0.016;-0.004;49.04128;13.23041;1.7
20190405_174238;0.424;0.125;10.149;0.012;-0.024;0.003;49.04128;13.23041;1.7
20190405_174238;0.359;0.129;9.807;0.012;-0.032;-0.004;49.04128;13.23041;1.7
20190405_174238;0.371;0.057;9.809;0.012;-0.007;-0.003;49.04128;13.23041;1.7
20190405_174239;0.431;0.012;10.049;0.018;-0.016;-0.002;49.04127;13.23039;1.9
20190405_174239;0.153;-0.067;9.594;0.027;0.019;-0.003;49.04127;13.23039;1.9
20190405_174239;0.175;-0.132;9.448;0.019;-0.003;-0.006;49.04127;13.23039;1.9
20190405_174239;0.582;-0.125;9.599;0.020;-0.019;0.006;49.04127;13.23039;1.9
20190405_174239;0.108;-0.170;9.709;0.025;0.001;-0.006;49.04127;13.23039;1.9
20190405_174239;0.153;-0.338;9.606;0.017;-0.021;-0.010;49.04127;13.23039;1.9
20190405_174239;0.048;-0.134;9.757;0.017;-0.015;0.006;49.04127;13.23039;1.9
20190405_174239;0.113;-0.139;9.761;0.013;-0.022;-0.009;49.04127;13.23039;1.9
20190405_174239;-0.098;-0.117;9.781;0.011;-0.029;-0.006;49.04127;13.23039;1.9
20190405_174240;0.141;-0.096;9.972;0.020;-0.037;-0.003;49.04126;13.23038;2.3
20190405_174240;0.529;0.000;9.706;0.026;-0.004;-0.005;49.04126;13.23038;2.3
20190405_174240;0.127;-0.012;9.785;0.014;-0.022;-0.006;49.04126;13.23038;2.3
20190405_174240;0.508;0.472;9.771;0.016;0.001;0.007;49.04126;13.23038;2.3
20190405_174240;0.405;0.646;9.855;0.008;-0.015;-0.010;49.04126;13.23038;2.3
20190405_174240;0.453;0.845;9.632;-0.001;-0.009;0.001;49.04126;13.23038;2.3
20190405_174240;0.326;0.833;9.735;-0.014;-0.029;0.003;49.04126;13.23038;2.3
20190405_174240;0.285;0.706;9.872;0.003;-0.029;-0.003;49.04126;13.23038;2.3
20190405_174240;0.788;0.670;9.759;-0.001;-0.038;-0.004;49.04126;13.23038;2.3
20190405_174241;0.048;0.740;9.800;0.004;-0.026;-0.004;49.04125;13.23037;2.4
20190405_174241;0.378;0.740;9.613;0.008;0.019;-0.000;49.04125;13.23037;2.4
20190405_174241;0.273;0.742;9.656;0.013;0.012;-0.000;49.04125;13.23037;2.4
20190405_174241;0.522;0.723;9.510;0.005;0.008;-0.004;49.04125;13.23037;2.4
20190405_174241;0.663;0.905;9.766;0.004;0.028;0.005;49.04125;13.23037;2.4
20190405_174241;0.354;0.819;9.915;0.008;0.002;-0.000;49.04125;13.23037;2.4
20190405_174241;0.498;1.022;9.934;-0.002;0.023;0.002;49.04125;13.23037;2.4
20190405_174241;0.278;0.850;9.850;0.004;-0.010;0.004;49.04125;13.23037;2.4
20190405_174242;0.594;0.860;9.752;0.001;-0.015;-0.003;49.04125;13.23036;1.9
20190405_174242;0.510;0.639;9.814;-0.004;0.010;-0.001;49.04125;13.23036;1.9
20190405_174242;0.230;0.120;9.886;-0.004;0.001;0.002;49.04125;13.23036;1.9
20190405_174242;0.328;-0.120;9.663;-0.008;-0.029;-0.000;49.04125;13.23036;1.9
20190405_174242;0.596;-0.192;9.706;-0.000;0.009;0.004;49.04125;13.23036;1.9
20190405_174242;0.419;-0.342;9.544;0.000;0.004;0.005;49.04125;13.23036;1.9
20190405_174242;0.254;-0.359;9.965;-0.001;-0.022;-0.002;49.04125;13.23036;1.9
20190405_174242;0.682;-0.369;9.855;0.003;-0.082;0.004;49.04125;13.23036;1.9
20190405_174242;0.536;-0.395;9.448;0.001;0.017;-0.000;49.04125;13.23036;1.9
20190405_174243;0.608;-0.409;9.802;0.007;0.045;-0.000;49.04125;13.23035;1.5
20190405_174243;0.429;-0.359;9.908;0.013;0.014;0.006;49.04125;13.23035;1.5
20190405_174243;0.187;-0.651;9.419;0.001;0.044;0.002;49.04125;13.23035;1.5
20190405_174243;0.038;-0.558;9.053;0.002;0.065;-0.009;49.04125;13.23035;1.5
20190405_174243;-0.268;-0.488;9.797;0.021;0.058;-0.001;49.04125;13.23035;1.5
20190405_174243;0.177;-0.493;10.039;0.018;-0.104;0.002;49.04125;13.23035;1.5
20190405_174243;0.242;-0.306;10.113;0.023;-0.004;-0.004;49.04125;13.23035;1.5
20190405_174243;0.761;-0.045;9.402;0.020;-0.071;0.001;49.04125;13.23035;1.5
20190405_174243;0.496;0.031;9.809;-0.006;0.012;-0.004;49.04125;13.23035;1.5
20190405_174244;0.208;0.419;9.546;-0.013;0.015;-0.005;49.04123;13.23033;2.8
20190405_174244;0.409;0.596;10.123;-0.002;0.032;0.001;49.04123;13.23033;2.8
20190405_174244;-0.376;0.850;9.630;-0.004;0.003;-0.001;49.04123;13.23033;2.8
20190405_174244;-0.086;0.778;9.754;-0.010;-0.049;-0.006;49.04123;13.23033;2.8
20190405_174244;0.409;0.785;9.929;-0.022;-0.031;-0.003;49.04123;13.23033;2.8
20190405_174244;0.639;0.599;9.747;-0.025;-0.062;-0.009;49.04123;13.23033;2.8
20190405_174244;0.603;0.919;10.128;0.020;-0.017;-0.013;49.04123;13.23033;2.8
20190405_174244;0.517;0.881;9.898;0.035;0.062;-0.007;49.04123;13.23033;2.8
20190405_174244;0.673;0.761;9.998;0.015;-0.002;-0.022;49.04123;13.23033;2.8
20190405_174245;0.599;0.608;9.747;0.003;0.038;-0.032;49.04122;13.23032;3.6
20190405_174245;0.285;0.414;9.852;-0.002;0.009;-0.027;49.04122;13.23032;3.6
20190405_174245;0.266;0.462;9.967;-0.016;-0.013;-0.045;49.04122;13.23032;3.6
20190405_174245;0.237;0.074;9.912;-0.025;0.001;-0.054;49.04122;13.23032;3.6
20190405_174245;0.263;0.259;9.692;-0.010;0.065;-0.057;49.04122;13.23032;3.6
20190405_174245;-0.024;0.232;9.524;-0.015;0.051;-0.064;49.04122;13.23032;3.6
20190405_174245;-0.491;0.045;9.735;-0.023;0.024;-0.082;49.04122;13.23032;3.6
20190405_174245;0.184;0.113;9.979;-0.028;-0.034;-0.087;49.04122;13.23032;3.6
20190405_174245;0.591;-0.146;9.505;-0.024;0.047;-0.092;49.04122;13.23032;3.6
20190405_174246;0.139;-0.074;9.757;-0.037;-0.021;-0.104;49.04121;13.23030;4.0
20190405_174246;-0.498;0.045;9.943;-0.032;0.112;-0.111;49.04121;13.23030;4.0
20190405_174246;-0.546;0.050;9.565;-0.001;0.142;-0.123;49.04121;13.23030;4.0
20190405_174246;-0.163;-0.038;9.505;-0.015;0.134;-0.131;49.04121;13.23030;4.0
20190405_174246;-0.776;0.146;10.128;-0.019;0.088;-0.145;49.04121;13.23030;4.0
20190405_174246;-0.565;0.359;10.149;-0.027;0.056;-0.157;49.04121;13.23030;4.0
20190405_174246;-0.345;0.450;9.757;-0.005;-0.094;-0.172;49.04121;13.23030;4.0
20190405_174246;-0.201;0.287;9.539;-0.027;-0.024;-0.185;49.04121;13.23030;4.0
20190405_174246;-0.620;0.024;9.663;-0.047;0.071;-0.191;49.04121;13.23030;4.0
20190405_174247;-1.338;-0.172;9.757;-0.036;-0.049;-0.207;49.04119;13.23028;4.3
20190405_174247;-0.668;-0.098;9.790;-0.040;-0.106;-0.207;49.04119;13.23028;4.3
20190405_174247;-0.567;0.110;9.939;-0.034;-0.008;-0.219;49.04119;13.23028;4.3
20190405_174247;-0.649;0.196;9.759;-0.043;0.033;-0.233;49.04119;13.23028;4.3
20190405_174247;-0.814;-0.223;9.929;-0.032;0.089;-0.240;49.04119;13.23028;4.3
20190405_174247;-0.891;-0.043;9.319;-0.029;-0.004;-0.257;49.04119;13.23028;4.3
20190405_174247;-0.922;-0.010;9.196;-0.035;0.048;-0.254;49.04119;13.23028;4.3
20190405_174247;-0.481;-0.177;9.548;-0.048;-0.129;-0.252;49.04119;13.23028;4.3
20190405_174247;-0.323;-0.237;9.757;-0.054;0.026;-0.273;49.04118;13.23027;4.5
20190405_174248;-0.814;-0.745;9.709;-0.062;0.002;-0.274;49.04118;13.23027;4.5
20190405_174248;-1.123;-0.484;10.465;-0.054;0.142;-0.283;49.04118;13.23027;4.5
20190405_174248;-1.068;-0.718;9.730;-0.038;-0.059;-0.300;49.04118;13.23027;4.5
20190405_174248;-0.946;-0.582;9.515;-0.031;-0.004;-0.295;49.04118;13.23027;4.5
20190405_174248;-1.228;-0.364;10.056;-0.017;0.025;-0.275;49.04118;13.23027;4.5
20190405_174248;-1.255;-0.330;10.233;-0.007;0.052;-0.291;49.04118;13.23027;4.5
20190405_174248;-0.536;-0.690;9.917;-0.011;0.054;-0.283;49.04118;13.23027;4.5
20190405_174248;-1.484;-0.649;9.512;-0.002;0.116;-0.264;49.04118;13.23027;4.5
20190405_174249;-0.187;-0.455;10.480;-0.002;-0.090;-0.247;49.04117;13.23025;4.7
20190405_174249;-1.001;-0.536;9.606;0.001;0.100;-0.257;49.04117;13.23025;4.7
20190405_174249;0.050;-0.601;9.852;-0.008;-0.037;-0.235;49.04117;13.23025;4.7
20190405_174249;-0.718;-0.548;9.639;-0.011;0.089;-0.218;49.04117;13.23025;4.7
20190405_174249;-1.001;-0.515;9.778;0.007;-0.023;-0.207;49.04117;13.23025;4.7
20190405_174249;-0.769;-0.553;9.647;-0.000;-0.048;-0.201;49.04117;13.23025;4.7
20190405_174249;-0.589;-0.639;9.649;-0.001;0.023;-0.189;49.04117;13.23025;4.7
20190405_174249;-0.934;-0.855;9.795;-0.004;0.008;-0.186;49.04117;13.23025;4.7
20190405_174249;-0.663;-0.747;9.898;-0.004;-0.027;-0.179;49.04117;13.23025;4.7
20190405_174250;-0.555;-0.740;9.738;0.001;-0.009;-0.171;49.04116;13.23023;4.4
20190405_174250;-0.441;-0.491;9.563;-0.001;0.031;-0.163;49.04116;13.23023;4.4
20190405_174250;-0.606;-0.687;9.982;0.007;0.030;-0.158;49.04116;13.23023;4.4
20190405_174250;-0.484;-0.778;10.195;0.002;-0.013;-0.150;49.04116;13.23023;4.4
20190405_174250;-0.634;-0.716;9.666;0.002;-0.005;-0.137;49.04116;13.23023;4.4
20190405_174250;-0.781;-0.725;9.896;-0.005;0.000;-0.121;49.04116;13.23023;4.4
20190405_174250;-0.570;-0.687;9.457;-0.002;-0.015;-0.105;49.04116;13.23023;4.4
20190405_174250;-0.484;-0.623;9.814;-0.001;0.028;-0.093;49.04116;13.23023;4.4
20190405_174250;-0.560;-0.687;9.836;0.003;0.004;-0.082;49.04116;13.23021;4.1
20190405_174251;-0.536;-0.754;9.647;-0.005;0.020;-0.077;49.04116;13.23021;4.1
20190405_174251;-0.544;-0.716;9.678;-0.002;-0.009;-0.068;49.04116;13.23021;4.1
20190405_174251;-0.419;-0.778;9.620;-0.001;0.014;-0.057;49.04116;13.23021;4.1
20190405_174251;-0.347;-0.759;10.051;0.001;-0.006;-0.063;49.04116;13.23021;4.1
20190405_174251;-0.520;-0.824;9.747;0.000;-0.009;-0.053;49.04116;13.23021;4.1
20190405_174251;-0.498;-0.654;9.759;0.001;0.006;-0.046;49.04116;13.23021;4.1
20190405_174251;-0.582;-0.812;9.611;0.003;-0.004;-0.050;49.04116;13.23021;4.1
20190405_174251;-0.278;-0.682;9.754;0.001;0.011;-0.042;49.04116;13.23021;4.1
20190405_174252;-0.426;-0.761;9.764;0.000;-0.001;-0.037;49.04116;13.23020;2.7
20190405_174252;-0.371;-0.721;9.963;0.003;-0.019;-0.037;49.04116;13.23020;2.7
20190405_174252;-0.424;-0.615;9.584;0.002;0.002;-0.029;49.04116;13.23020;2.7
20190405_174252;-0.615;-0.670;9.668;0.002;-0.005;-0.031;49.04116;13.23020;2.7
20190405_174252;-0.326;-0.690;9.824;-0.004;0.018;-0.024;49.04116;13.23020;2.7
20190405_174252;-0.170;-0.615;9.757;-0.003;-0.001;-0.021;49.04116;13.23020;2.7
20190405_174252;-0.204;-0.702;9.754;-0.002;0.024;-0.014;49.04116;13.23020;2.7
20190405_174252;-0.029;-0.651;9.757;0.002;0.020;-0.010;49.04116;13.23020;2.7
20190405_174252;-0.393;-0.740;9.611;-0.002;0.037;-0.006;49.04116;13.23020;2.7
20190405_174253;-0.603;-0.637;9.431;0.008;0.009;-0.004;49.04116;13.23019;1.6
20190405_174253;-0.575;-0.771;9.477;0.007;-0.016;-0.005;49.04116;13.23019;1.6
20190405_174253;-0.587;-0.761;9.709;-0.008;-0.056;-0.000;49.04116;13.23019;1.6
20190405_174253;-0.261;-0.955;9.745;-0.007;-0.026;0.004;49.04116;13.23019;1.6
20190405_174253;-0.232;-0.929;9.805;0.006;-0.035;0.001;49.04116;13.23019;1.6
20190405_174253;-0.524;-0.939;9.761;-0.009;-0.031;-0.000;49.04116;13.23019;1.6
20190405_174253;-0.637;-0.790;9.560;-0.004;-0.040;0.001;49.04116;13.23019;1.6
20190405_174253;-0.649;-0.730;9.474;-0.002;0.004;-0.002;49.04116;13.23019;1.6
20190405_174254;-0.534;-0.697;9.445;0.001;0.008;-0.002;49.04116;13.23018;1.0
20190405_174254;0.060;-0.711;9.761;0.004;-0.020;0.002;49.04116;13.23018;1.0
20190405_174254;-0.426;-0.800;9.570;0.005;-0.012;-0.001;49.04116;13.23018;1.0
20190405_174254;-0.182;-0.745;9.716;-0.004;0.021;-0.002;49.04116;13.23018;1.0
20190405_174254;-0.342;-0.893;9.924;0.001;0.001;0.001;49.04116;13.23018;1.0
20190405_174254;-0.271;-0.860;9.457;-0.002;0.006;0.003;49.04116;13.23018;1.0
20190405_174254;-0.199;-0.850;9.831;-0.000;0.002;0.001;49.04116;13.23018;1.0
20190405_174254;-0.139;-0.883;9.603;0.001;0.016;0.001;49.04116;13.23018;1.0
20190405_174254;-0.448;-0.816;9.673;-0.003;-0.019;-0.001;49.04116;13.23018;1.0
20190405_174255;-0.462;-0.874;9.757;-0.004;-0.019;-0.000;49.04116;13.23018;0.2
20190405_174255;-0.220;-0.895;9.805;-0.002;0.017;0.001;49.04116;13.23018;0.2
20190405_174255;-0.426;-0.931;9.785;0.000;0.023;0.002;49.04116;13.23018;0.2
20190405_174255;-0.158;-0.620;9.565;0.007;-0.028;0.002;49.04116;13.23018;0.2
20190405_174255;-0.335;-1.032;9.757;-0.004;0.007;0.003;49.04116;13.23018;0.2
20190405_174255;-0.366;-0.970;9.663;-0.000;-0.007;0.002;49.04116;13.23018;0.2
20190405_174255;-0.151;-0.874;9.639;-0.003;0.001;0.002;49.04116;13.23018;0.2
20190405_174255;-0.294;-0.797;9.757;-0.001;-0.012;-0.001;49.04116;13.23018;0.2
20190405_174255;-0.496;0.048;9.704;0.006;-0.014;0.004;49.04116;13.23018;0.2
20190405_174256;-0.558;0.055;9.898;0.015;-0.007;-0.000;49.04116;13.23018;0.7
20190405_174256;0.053;-0.450;9.805;-0.007;-0.094;0.001;49.04116;13.23018;0.7
20190405_174256;-0.101;-0.369;9.711;-0.002;-0.023;0.004;49.04116;13.23018;0.7
20190405_174256;-0.474;-0.335;10.089;0.005;0.043;0.005;49.04116;13.23018;0.7
20190405_174256;-0.840;-0.127;9.654;0.013;0.118;-0.004;49.04116;13.23018;0.7
20190405_174256;-0.809;-0.297;9.749;0.009;0.054;-0.003;49.04116;13.23018;0.7
20190405_174256;-0.163;-0.563;9.828;0.002;-0.030;0.008;49.04116;13.23018;0.7
20190405_174256;0.014;-0.457;10.212;0.002;0.023;0.005;49.04116;13.23018;0.7
20190405_174256;0.429;-0.294;10.142;-0.008;0.111;-0.003;49.04116;13.23018;1.4
20190405_174257;-1.022;-0.393;9.172;0.003;-0.012;-0.010;49.04116;13.23018;1.4
20190405_174257;-0.074;-0.663;9.563;0.006;-0.083;-0.006;49.04116;13.23018;1.4
20190405_174257;0.122;-0.414;9.809;0.003;0.109;-0.012;49.04116;13.23018;1.4
20190405_174257;-1.140;-0.591;9.146;0.013;0.035;-0.018;49.04116;13.23018;1.4
20190405_174257;-0.888;-1.111;9.802;-0.012;-0.096;-0.021;49.04116;13.23018;1.4
20190405_174257;0.474;-0.898;9.955;-0.003;-0.043;-0.015;49.04116;13.23018;1.4
20190405_174257;0.409;-0.929;9.970;-0.006;0.076;-0.015;49.04116;13.23018;1.4
20190405_174257;-0.376;-1.324;9.850;0.001;0.068;-0.023;49.04116;13.23018;1.4
20190405_174258;-0.184;-1.496;9.608;-0.008;-0.074;-0.020;49.04116;13.23019;2.2
20190405_174258;-0.187;-1.310;9.948;-0.005;0.060;-0.011;49.04116;13.23019;2.2
20190405_174258;-0.962;-1.214;9.364;0.000;0.062;-0.023;49.04116;13.23019;2.2
20190405_174258;-0.500;-1.061;9.237;-0.004;-0.048;-0.021;49.04116;13.23019;2.2
20190405_174258;0.062;-0.931;9.632;0.006;0.016;-0.009;49.04116;13.23019;2.2
20190405_174258;-0.668;-1.010;10.185;0.001;0.059;-0.023;49.04116;13.23019;2.2
20190405_174258;-0.371;-0.924;9.850;-0.019;-0.122;-0.017;49.04116;13.23019;2.2
20190405_174258;0.354;-0.814;9.915;0.001;0.004;-0.014;49.04116;13.23019;2.2
20190405_174258;-0.591;-0.886;9.627;0.012;-0.010;-0.023;49.04116;13.23019;2.2
20190405_174259;-1.063;-1.049;9.749;0.012;-0.019;-0.024;49.04116;13.23020;2.8
20190405_174259;-1.149;-1.132;9.383;-0.000;-0.002;-0.025;49.04116;13.23020;2.8
20190405_174259;0.666;-1.207;9.852;0.007;0.062;-0.015;49.04116;13.23020;2.8
20190405_174259;-0.690;-1.276;9.462;0.001;0.059;-0.021;49.04116;13.23020;2.8
20190405_174259;-0.769;-1.425;9.489;-0.011;-0.095;-0.017;49.04116;13.23020;2.8
20190405_174259;0.488;-1.475;9.764;0.003;-0.004;-0.013;49.04116;13.23020;2.8
20190405_174259;-1.087;-1.449;9.101;0.003;0.031;-0.023;49.04116;13.23020;2.8
20190405_174259;-0.618;-1.573;9.522;-0.006;-0.098;-0.011;49.04116;13.23020;2.8
20190405_174259;0.627;-1.437;10.010;0.008;0.053;-0.011;49.04115;13.23021;2.8
20190405_174300;-0.979;-1.633;9.718;0.011;0.085;-0.014;49.04115;13.23021;2.8
20190405_174300;0.646;-1.528;9.836;0.007;-0.005;-0.006;49.04115;13.23021;2.8
20190405_174300;0.534;-1.511;9.632;0.009;0.089;-0.009;49.04115;13.23021;2.8
20190405_174300;0.038;-1.652;9.826;0.014;0.109;-0.011;49.04115;13.23021;2.8
20190405_174300;0.445;-1.437;9.544;-0.008;-0.099;-0.004;49.04115;13.23021;2.8
20190405_174300;-0.448;-1.219;9.529;0.008;0.119;-0.007;49.04115;13.23021;2.8
20190405_174300;-0.886;-1.204;9.563;-0.005;-0.120;-0.004;49.04115;13.23021;2.8
20190405_174300;-0.781;-0.788;9.410;0.012;0.126;-0.004;49.04115;13.23021;2.8
20190405_174301;0.069;-0.840;9.711;-0.011;-0.101;-0.007;49.04115;13.23022;1.8
20190405_174301;0.639;-0.682;10.118;0.010;0.123;-0.007;49.04115;13.23022;1.8
20190405_174301;-0.994;-0.955;9.445;-0.004;-0.128;-0.007;49.04115;13.23022;1.8
20190405_174301;0.630;-0.821;10.051;0.009;0.133;-0.006;49.04115;13.23022;1.8
20190405_174301;-1.195;-0.797;9.733;-0.009;-0.080;-0.009;49.04115;13.23022;1.8
