Timestamp;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Magnetic_x;Magnetic_y;Magnetic_z;Pressure;Latitude;Longitude;Elevation;Speed
20190311_212923;-0.199;-0.029;9.754;-0.001;0.002;-0.001;-4.700;-45.400;-158.200;946.5;0.00000;0.00000;0.0;0.0
20190311_212923;-0.196;-0.017;9.757;-0.003;-0.000;0.001;-4.800;-45.400;-158.400;946.5;0.00000;0.00000;0.0;0.0
20190311_212923;-0.196;-0.034;9.757;-0.001;-0.002;0.000;-4.800;-45.500;-158.600;946.5;0.00000;0.00000;0.0;0.0
20190311_212923;-0.180;-0.048;9.757;-0.000;-0.001;-0.000;-4.800;-45.400;-158.600;946.5;0.00000;0.00000;0.0;0.0
20190311_212923;-0.204;-0.034;9.754;-0.000;-0.001;0.000;-4.800;-45.400;-158.800;946.5;0.00000;0.00000;0.0;0.0
20190311_212923;-0.194;-0.029;9.757;-0.001;-0.002;-0.001;-4.600;-45.500;-158.800;946.5;0.00000;0.00000;0.0;0.0
20190311_212923;-0.196;-0.034;9.752;-0.001;0.001;-0.000;-4.600;-45.600;-158.800;946.5;0.00000;0.00000;0.0;0.0
20190311_212924;-0.192;-0.019;9.757;-0.000;-0.002;-0.001;-4.800;-45.700;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212924;-0.189;-0.036;9.754;0.001;-0.001;-0.000;-4.900;-45.700;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212924;-0.199;-0.029;9.757;-0.000;-0.002;-0.003;-4.900;-45.700;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212924;-0.180;-0.017;9.757;-0.001;-0.000;0.002;-5.000;-45.600;-159.200;946.5;0.00000;0.00000;0.0;0.0
20190311_212924;-0.180;-0.038;9.757;-0.000;-0.000;0.002;-5.000;-45.500;-159.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212924;-0.189;-0.026;9.757;-0.000;-0.000;-0.001;-4.800;-45.500;-158.800;946.6;0.00000;0.00000;0.0;0.0
20190311_212924;-0.192;-0.043;9.757;-0.002;0.001;-0.000;-4.800;-45.500;-158.900;946.6;0.00000;0.00000;0.0;0.0
20190311_212924;-0.182;-0.029;9.757;0.001;-0.001;-0.001;-4.800;-45.500;-159.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212924;-0.177;-0.034;9.757;-0.001;-0.001;-0.001;-4.800;-45.600;-159.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212924;-0.180;-0.041;9.757;0.002;-0.003;-0.000;-4.800;-45.700;-159.100;946.6;0.00000;0.00000;0.0;0.0
20190311_212924;-0.194;-0.019;9.757;0.001;0.001;-0.001;-4.800;-45.600;-159.300;946.6;0.00000;0.00000;0.0;0.0
20190311_212924;-0.206;-0.029;9.757;-0.000;-0.003;0.003;-4.700;-45.600;-159.200;946.5;0.00000;0.00000;0.0;0.0
20190311_212924;-0.204;-0.022;9.754;0.002;0.001;-0.000;-4.700;-45.600;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212924;-0.201;-0.024;9.757;-0.001;0.001;0.000;-4.700;-45.500;-158.900;946.5;0.00000;0.00000;0.0;0.0
20190311_212924;-0.204;-0.024;9.752;-0.003;0.001;-0.001;-4.600;-45.300;-158.800;946.5;0.00000;0.00000;0.0;0.0
20190311_212924;-0.213;-0.022;9.752;-0.001;-0.001;0.000;-4.600;-45.300;-158.700;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.194;-0.031;9.754;-0.001;-0.000;-0.000;-4.700;-45.300;-158.800;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.189;-0.034;9.757;0.002;-0.000;-0.000;-4.700;-45.400;-158.800;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.184;-0.034;9.757;0.001;-0.001;-0.000;-4.600;-45.400;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.187;-0.022;9.757;-0.002;-0.001;0.000;-4.600;-45.500;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.196;-0.031;9.757;-0.002;0.001;-0.001;-4.700;-45.500;-159.200;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.182;-0.022;9.757;0.001;0.002;-0.002;-4.700;-45.600;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.213;-0.031;9.757;0.001;0.001;0.001;-4.800;-45.500;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.204;-0.043;9.752;-0.000;0.001;-0.001;-4.900;-45.500;-158.800;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.182;-0.031;9.757;-0.002;0.001;0.000;-5.000;-45.500;-158.900;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.172;-0.041;9.761;-0.001;0.001;-0.000;-5.000;-45.500;-158.800;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.182;-0.038;9.757;0.001;-0.001;0.002;-5.000;-45.500;-158.900;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.182;-0.043;9.757;0.001;-0.001;0.000;-4.900;-45.400;-158.800;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.194;-0.029;9.757;0.002;0.001;0.000;-4.900;-45.500;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.182;-0.029;9.757;0.001;-0.000;0.000;-4.900;-45.500;-158.800;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.194;-0.029;9.757;-0.001;-0.001;0.001;-4.900;-45.500;-158.900;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.168;-0.036;9.757;0.001;-0.001;-0.000;-4.800;-45.500;-158.800;946.5;0.00000;0.00000;0.0;0.0
20190311_212925;-0.196;-0.024;9.757;0.002;-0.002;-0.001;-4.900;-45.600;-158.800;946.5;0.00000;0.00000;0.0;0.0
20190311_212926;-0.211;-0.048;9.757;-0.001;0.001;-0.000;-4.600;-45.500;-158.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212926;-0.206;-0.034;9.752;-0.002;0.002;-0.001;-4.300;-45.600;-157.600;946.6;0.00000;0.00000;0.0;0.0
20190311_212926;-0.177;-0.041;9.757;0.001;-0.002;0.000;-4.000;-45.600;-157.100;946.6;0.00000;0.00000;0.0;0.0
20190311_212926;-0.184;-0.031;9.757;0.003;-0.000;-0.000;-4.100;-45.600;-157.400;946.6;0.00000;0.00000;0.0;0.0
20190311_212926;-0.175;-0.031;9.757;0.001;0.001;-0.000;-4.100;-45.600;-157.300;946.6;0.00000;0.00000;0.0;0.0
20190311_212926;-0.189;-0.038;9.754;-0.001;-0.000;0.000;-4.300;-45.700;-157.800;946.6;0.00000;0.00000;0.0;0.0
20190311_212926;-0.192;-0.029;9.757;0.001;-0.001;0.001;-4.700;-45.700;-158.300;946.6;0.00000;0.00000;0.0;0.0
20190311_212926;-0.194;-0.041;9.757;0.001;-0.000;-0.000;-5.000;-45.600;-158.600;946.6;0.00000;0.00000;0.0;0.0
20190311_212926;-0.194;-0.024;9.752;0.001;-0.000;-0.001;-5.000;-45.600;-158.700;946.6;0.00000;0.00000;0.0;0.0
20190311_212926;-0.182;-0.036;9.757;0.001;-0.000;0.000;-5.000;-45.700;-158.600;946.6;0.00000;0.00000;0.0;0.0
20190311_212926;-0.196;-0.041;9.757;-0.001;-0.001;-0.000;-5.100;-45.700;-158.500;946.6;0.00000;0.00000;0.0;0.0
20190311_212926;-0.189;-0.036;9.754;0.001;-0.001;0.000;-5.100;-45.700;-158.700;946.6;0.00000;0.00000;0.0;0.0
20190311_212926;-0.189;-0.029;9.757;0.002;0.001;-0.000;-5.100;-45.600;-158.900;946.6;0.00000;0.00000;0.0;0.0
20190311_212926;-0.194;-0.029;9.754;0.001;-0.000;0.001;-4.900;-45.500;-158.600;946.6;0.00000;0.00000;0.0;0.0
20190311_212926;-0.201;-0.024;9.757;-0.001;0.001;0.002;-4.900;-45.500;-158.600;946.6;0.00000;0.00000;0.0;0.0
20190311_212926;-0.177;-0.031;9.752;-0.000;0.001;-0.001;-4.900;-45.500;-158.900;946.6;0.00000;0.00000;0.0;0.0
20190311_212926;-0.194;-0.031;9.757;-0.000;-0.002;-0.000;-4.800;-45.600;-158.900;946.6;0.00000;0.00000;0.0;0.0
20190311_212927;-0.170;-0.036;9.757;-0.001;-0.001;-0.002;-4.800;-45.600;-158.800;946.6;0.00000;0.00000;0.0;0.0
20190311_212927;-0.192;-0.041;9.757;-0.001;-0.001;-0.000;-5.000;-45.700;-159.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212927;-0.170;-0.041;9.759;-0.001;-0.000;-0.001;-5.100;-45.600;-159.400;946.6;0.00000;0.00000;0.0;0.0
20190311_212927;-0.204;-0.017;9.742;0.001;-0.001;0.000;-5.000;-45.600;-159.300;946.6;0.00000;0.00000;0.0;0.0
20190311_212927;-0.194;-0.022;9.757;-0.001;-0.001;0.000;-5.100;-45.500;-159.300;946.6;0.00000;0.00000;0.0;0.0
20190311_212927;-0.180;-0.041;9.757;-0.001;-0.000;-0.000;-5.200;-45.500;-159.400;946.6;0.00000;0.00000;0.0;0.0
20190311_212927;-0.184;-0.043;9.757;0.002;0.001;0.000;-5.100;-45.500;-159.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212927;-0.192;-0.038;9.757;0.000;-0.000;-0.001;-5.000;-45.400;-159.100;946.6;0.00000;0.00000;0.0;0.0
20190311_212927;-0.199;-0.031;9.745;0.002;-0.000;0.000;-5.100;-45.400;-159.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212927;-0.189;-0.038;9.754;-0.001;-0.001;-0.001;-5.000;-45.500;-159.300;946.6;0.00000;0.00000;0.0;0.0
20190311_212927;-0.201;-0.029;9.757;-0.001;-0.001;0.000;-4.900;-45.400;-159.100;946.6;0.00000;0.00000;0.0;0.0
20190311_212927;-0.175;-0.043;9.757;-0.001;0.001;-0.001;-5.000;-45.500;-159.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212927;-0.201;-0.036;9.757;0.000;0.001;0.002;-5.000;-45.600;-159.100;946.6;0.00000;0.00000;0.0;0.0
20190311_212927;-0.182;-0.031;9.757;0.000;-0.001;0.002;-4.900;-45.600;-159.000;946.6;0.00000;0.00000;0.0;0.0
20190311_212927;-0.165;-0.055;9.757;0.002;-0.001;-0.000;-5.000;-45.600;-158.900;946.6;0.00000;0.00000;0.0;0.0
20190311_212927;-0.187;-0.026;9.757;0.001;-0.000;-0.001;-5.000;-45.600;-159.000;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.172;-0.048;9.754;0.001;-0.001;0.001;-5.000;-45.600;-159.100;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.196;-0.038;9.757;0.001;-0.001;0.001;-4.900;-45.500;-159.400;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.189;-0.029;9.757;0.001;0.001;-0.000;-4.900;-45.600;-159.400;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.184;-0.026;9.752;0.002;-0.001;-0.001;-4.900;-45.600;-159.300;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.180;-0.029;9.757;0.002;0.001;0.000;-4.800;-45.600;-159.300;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.184;-0.038;9.754;-0.001;0.001;-0.000;-4.800;-45.600;-159.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.192;-0.038;9.757;0.001;-0.001;0.002;-5.000;-45.600;-159.100;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.196;-0.045;9.757;0.001;0.001;-0.001;-5.000;-45.500;-159.300;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.187;-0.041;9.757;0.001;0.001;-0.001;-5.000;-45.600;-159.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.201;-0.045;9.754;0.002;-0.001;0.000;-5.000;-45.600;-159.300;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.175;-0.031;9.757;0.001;-0.001;0.000;-5.000;-45.600;-159.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.196;-0.034;9.754;0.000;0.001;0.000;-5.000;-45.700;-159.000;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.201;-0.034;9.757;-0.001;0.001;-0.001;-5.000;-45.700;-159.000;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.172;-0.045;9.757;-0.001;0.001;0.001;-5.100;-45.700;-158.900;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.180;-0.038;9.757;-0.001;-0.001;0.000;-4.900;-45.700;-158.800;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.213;-0.034;9.757;0.001;-0.002;0.000;-4.900;-45.700;-159.000;946.6;0.00000;0.00000;0.0;0.0
20190311_212928;-0.187;-0.038;9.757;0.001;-0.001;0.000;-4.900;-45.700;-159.100;946.6;0.00000;0.00000;0.0;0.0
20190311_212929;-0.192;-0.045;9.757;0.001;0.001;-0.000;-5.000;-45.700;-159.300;946.6;0.00000;0.00000;0.0;0.0
20190311_212929;-0.187;-0.043;9.757;0.002;-0.002;-0.001;-5.000;-45.700;-159.100;946.6;0.00000;0.00000;0.0;0.0
20190311_212929;-0.177;-0.043;9.757;0.002;-0.001;0.000;-5.000;-45.800;-159.100;946.6;0.00000;0.00000;0.0;0.0
20190311_212929;-0.187;-0.034;9.757;0.001;0.001;0.001;-4.600;-45.800;-158.500;946.6;0.00000;0.00000;0.0;0.0
20190311_212929;-0.187;-0.031;9.757;0.000;0.001;0.001;-4.300;-45.900;-158.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212929;-0.199;-0.036;9.757;0.000;0.004;-0.001;-4.300;-46.000;-158.100;946.6;0.00000;0.00000;0.0;0.0
20190311_212929;-0.175;-0.038;9.757;0.000;0.001;-0.001;-4.200;-45.900;-158.400;946.5;0.00000;0.00000;0.0;0.0
20190311_212929;-0.196;-0.031;9.757;-0.001;-0.000;0.000;-4.300;-45.800;-158.500;946.5;0.00000;0.00000;0.0;0.0
20190311_212929;-0.180;-0.034;9.757;0.000;0.001;0.001;-4.700;-45.700;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212929;-0.201;-0.026;9.757;0.001;0.001;0.000;-5.000;-45.700;-159.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212929;-0.182;-0.055;9.757;0.001;0.002;0.000;-5.000;-45.700;-159.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212929;-0.199;-0.029;9.754;-0.002;0.001;-0.000;-5.000;-45.600;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212929;-0.182;-0.019;9.759;-0.001;-0.001;-0.001;-5.000;-45.600;-159.200;946.5;0.00000;0.00000;0.0;0.0
20190311_212929;-0.208;-0.022;9.754;0.001;-0.001;0.001;-4.900;-45.600;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212929;-0.196;-0.034;9.747;0.000;0.001;-0.001;-4.800;-45.500;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212929;-0.192;-0.029;9.752;0.000;-0.000;0.001;-4.800;-45.500;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212930;-0.192;-0.041;9.754;0.002;-0.000;0.000;-4.700;-45.600;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212930;-0.189;-0.029;9.757;0.001;-0.001;-0.000;-4.700;-45.600;-158.900;946.5;0.00000;0.00000;0.0;0.0
20190311_212930;-0.184;-0.041;9.754;0.000;-0.000;-0.001;-4.800;-45.600;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212930;-0.184;-0.043;9.749;0.001;-0.000;0.002;-4.700;-45.500;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212930;-0.184;-0.045;9.757;0.000;-0.000;-0.000;-4.800;-45.600;-159.200;946.5;0.00000;0.00000;0.0;0.0
20190311_212930;-0.201;-0.031;9.754;0.001;0.001;0.001;-5.000;-45.500;-159.500;946.6;0.00000;0.00000;0.0;0.0
20190311_212930;-0.177;-0.038;9.754;0.000;0.001;0.002;-5.000;-45.600;-159.600;946.6;0.00000;0.00000;0.0;0.0
20190311_212930;-0.187;-0.038;9.757;0.000;-0.001;0.002;-4.900;-45.600;-159.400;946.6;0.00000;0.00000;0.0;0.0
20190311_212930;-0.201;-0.038;9.757;-0.001;-0.001;-0.000;-5.100;-45.500;-159.500;946.6;0.00000;0.00000;0.0;0.0
20190311_212930;-0.199;-0.041;9.757;0.001;-0.001;-0.000;-4.900;-45.400;-159.400;946.6;0.00000;0.00000;0.0;0.0
20190311_212930;-0.196;-0.043;9.754;0.001;-0.001;0.002;-4.600;-45.500;-159.100;946.6;0.00000;0.00000;0.0;0.0
20190311_212930;-0.192;-0.026;9.757;0.000;0.001;-0.001;-4.800;-45.600;-158.900;946.6;0.00000;0.00000;0.0;0.0
20190311_212930;-0.213;-0.029;9.754;0.001;-0.001;0.001;-4.700;-45.600;-158.800;946.6;0.00000;0.00000;0.0;0.0
20190311_212930;-0.187;-0.014;9.757;-0.001;-0.001;-0.001;-4.400;-45.600;-158.400;946.6;0.00000;0.00000;0.0;0.0
20190311_212930;-0.196;-0.038;9.752;-0.001;-0.000;0.001;-4.200;-45.700;-157.900;946.6;0.00000;0.00000;0.0;0.0
20190311_212930;-0.194;-0.060;9.757;0.000;-0.000;0.000;-4.100;-45.600;-157.700;946.6;0.00000;0.00000;0.0;0.0
20190311_212930;-0.172;-0.043;9.757;0.001;0.002;0.001;-4.100;-45.500;-157.700;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.213;-0.026;9.747;0.000;-0.003;0.001;-4.200;-45.500;-157.800;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.168;-0.034;9.757;-0.001;0.001;0.001;-4.500;-45.400;-158.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.194;-0.031;9.754;-0.001;-0.001;0.000;-4.800;-45.400;-158.800;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.189;-0.031;9.757;0.002;0.002;0.000;-4.800;-45.500;-159.100;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.177;-0.022;9.757;-0.001;-0.000;0.000;-4.900;-45.500;-159.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.194;-0.041;9.757;-0.000;0.001;-0.002;-4.900;-45.400;-159.300;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.182;-0.048;9.757;0.001;-0.000;-0.001;-5.000;-45.500;-159.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.189;-0.048;9.757;-0.001;-0.001;-0.000;-4.900;-45.500;-159.200;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.189;-0.019;9.757;0.002;-0.001;-0.001;-5.100;-45.400;-159.100;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.177;-0.024;9.754;0.001;0.002;-0.000;-4.900;-45.400;-158.900;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.187;-0.036;9.752;0.002;0.000;0.001;-4.800;-45.500;-158.900;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.177;-0.048;9.754;-0.001;-0.001;-0.000;-4.700;-45.500;-158.800;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.189;-0.031;9.757;0.002;-0.002;0.000;-4.800;-45.500;-158.800;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.189;-0.024;9.754;-0.000;0.000;-0.001;-4.600;-45.600;-158.900;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.206;-0.036;9.754;-0.000;-0.001;-0.001;-4.500;-45.600;-158.900;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.180;-0.036;9.757;-0.000;-0.000;-0.002;-4.600;-45.600;-158.900;946.6;0.00000;0.00000;0.0;0.0
20190311_212931;-0.180;-0.043;9.759;0.001;0.000;-0.000;-4.700;-45.600;-158.900;946.6;0.00000;0.00000;0.0;0.0
20190311_212932;-0.180;-0.031;9.757;0.001;0.000;-0.001;-4.600;-45.500;-158.800;946.6;0.00000;0.00000;0.0;0.0
20190311_212932;-0.211;-0.031;9.757;0.001;-0.000;-0.003;-4.800;-45.400;-158.800;946.6;0.00000;0.00000;0.0;0.0
20190311_212932;-0.180;-0.043;9.757;-0.000;-0.000;-0.001;-4.900;-45.400;-158.900;946.5;0.00000;0.00000;0.0;0.0
20190311_212932;-0.201;-0.024;9.757;-0.000;-0.001;0.000;-4.900;-45.300;-158.800;946.5;0.00000;0.00000;0.0;0.0
20190311_212932;-0.172;-0.043;9.757;-0.000;0.000;0.000;-4.500;-45.400;-158.500;946.5;0.00000;0.00000;0.0;0.0
20190311_212932;-0.199;-0.034;9.735;-0.000;-0.001;-0.001;-4.200;-45.400;-158.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212932;-0.180;-0.031;9.757;0.001;-0.001;-0.000;-3.800;-45.500;-157.900;946.5;0.00000;0.00000;0.0;0.0
20190311_212932;-0.184;-0.043;9.752;0.001;-0.002;0.001;-3.700;-45.500;-157.700;946.5;0.00000;0.00000;0.0;0.0
20190311_212932;-0.211;-0.024;9.757;-0.002;-0.000;0.001;-3.800;-45.500;-158.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212932;-0.204;-0.026;9.757;0.001;-0.002;0.000;-4.000;-45.400;-158.400;946.5;0.00000;0.00000;0.0;0.0
20190311_212932;-0.175;-0.041;9.759;-0.000;-0.001;0.001;-4.500;-45.400;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212932;-0.194;-0.031;9.757;0.002;0.001;0.000;-4.700;-45.400;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212932;-0.192;-0.026;9.757;0.001;0.000;0.000;-4.800;-45.400;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212932;-0.192;-0.014;9.754;0.001;0.001;-0.000;-4.700;-45.400;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212932;-0.208;-0.022;9.752;-0.000;-0.002;0.000;-4.700;-45.500;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212932;-0.204;-0.024;9.757;-0.001;0.002;-0.001;-4.600;-45.500;-158.900;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.182;-0.036;9.757;-0.000;0.000;0.002;-4.500;-45.500;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.194;-0.026;9.757;-0.001;-0.001;-0.000;-4.500;-45.500;-158.800;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.192;-0.026;9.757;-0.001;0.000;0.000;-4.500;-45.500;-158.800;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.182;-0.036;9.757;-0.000;0.002;-0.001;-4.700;-45.500;-158.700;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.192;-0.036;9.757;0.001;-0.001;0.000;-4.800;-45.400;-158.900;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.160;-0.048;9.757;-0.000;0.001;0.001;-4.800;-45.500;-158.900;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.201;-0.022;9.747;-0.000;-0.000;-0.000;-4.900;-45.400;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.187;-0.029;9.757;-0.000;-0.001;-0.001;-4.900;-45.400;-159.200;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.192;-0.034;9.757;-0.002;-0.001;0.001;-4.900;-45.300;-159.200;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.194;-0.031;9.757;-0.000;0.000;0.001;-4.900;-45.400;-159.200;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.196;-0.041;9.757;-0.000;0.000;-0.001;-4.600;-45.500;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.189;-0.024;9.757;0.001;0.000;-0.001;-4.500;-45.500;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.189;-0.024;9.757;0.001;0.001;-0.001;-4.500;-45.500;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.172;-0.038;9.757;0.001;0.000;-0.000;-4.500;-45.500;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.189;-0.034;9.757;0.002;-0.003;-0.000;-4.400;-45.500;-158.900;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.194;-0.041;9.757;-0.001;-0.000;0.001;-4.500;-45.500;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212933;-0.187;-0.026;9.754;-0.002;-0.001;-0.001;-4.700;-45.400;-159.000;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.196;-0.031;9.757;-0.001;0.000;0.000;-4.800;-45.400;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.177;-0.038;9.757;-0.001;0.002;-0.000;-4.800;-45.400;-158.900;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.189;-0.017;9.757;-0.000;0.001;0.000;-4.800;-45.400;-159.300;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.192;-0.036;9.757;-0.000;-0.001;0.000;-4.900;-45.400;-159.300;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.192;-0.022;9.757;-0.002;0.002;0.000;-4.600;-45.400;-159.500;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.172;-0.043;9.757;-0.002;0.000;-0.001;-4.600;-45.400;-159.300;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.184;-0.036;9.757;-0.003;0.000;-0.000;-4.700;-45.400;-159.400;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.177;-0.022;9.757;-0.002;0.000;-0.001;-4.700;-45.400;-159.200;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.196;-0.034;9.757;-0.000;-0.001;-0.001;-4.700;-45.400;-159.200;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.206;-0.034;9.757;-0.002;0.001;0.002;-4.800;-45.400;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.194;-0.034;9.757;-0.000;-0.001;-0.001;-4.800;-45.400;-159.200;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.206;-0.029;9.757;-0.001;-0.001;0.001;-4.800;-45.500;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.189;-0.036;9.757;0.001;-0.001;-0.001;-4.900;-45.500;-159.200;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.177;-0.031;9.754;0.001;-0.001;0.000;-4.800;-45.500;-159.200;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.208;-0.034;9.757;-0.001;-0.001;-0.001;-4.800;-45.600;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.192;-0.038;9.740;-0.002;-0.001;0.001;-4.700;-45.600;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212934;-0.194;-0.041;9.752;-0.001;0.000;-0.000;-4.700;-45.600;-159.100;946.5;0.00000;0.00000;0.0;0.0
20190311_212935;-0.201;-0.024;9.757;0.001;-0.002;0.001;-4.600;-45.600;-158.800;946.5;0.00000;0.00000;0.0;0.0
20190311_212935;-0.184;-0.022;9.757;-0.001;-0.001;-0.000;-4.600;-45.700;-158.900;946.6;0.00000;0.00000;0.0;0.0
20190311_212935;-0.182;-0.038;9.757;-0.000;0.002;0.000;-4.700;-45.600;-158.900;946.6;0.00000;0.00000;0.0;0.0
20190311_212935;-0.196;-0.024;9.754;-0.001;0.001;-0.000;-4.900;-45.600;-158.800;946.6;0.00000;0.00000;0.0;0.0
