27708.01919, 3,  -0.172, -0.084,  9.757
27708.03921, 3,  -0.165, -0.096,  9.757, 4,  -0.003,  0.001, -0.002
27708.05924, 3,  -0.170, -0.084,  9.754
27708.07927, 3,  -0.177, -0.091,  9.757, 5,  26.600, -0.400,-68.900
27708.09930, 3,  -0.168, -0.101,  9.757, 5,  26.700, -0.400,-68.700
27708.11933, 3,  -0.182, -0.084,  9.752, 5,  26.800, -0.400,-68.700
27708.13936, 3,  -0.182, -0.093,  9.757, 5,  26.900, -0.400,-68.600
27708.15912, 3,  -0.168, -0.081,  9.754, 5,  26.900, -0.400,-68.600
27708.17915, 3,  -0.160, -0.086,  9.757, 5,  27.000, -0.400,-68.400
27708.19917, 3,  -0.148, -0.079,  9.757, 5,  27.000, -0.400,-68.300
27708.21920, 3,  -0.158, -0.084,  9.757, 5,  27.100, -0.500,-68.200
27708.23923, 3,  -0.144, -0.086,  9.757, 4,   0.002, -0.001,  0.001, 5,  27.200, -0.500,-68.100
27708.25923, 3,  -0.146, -0.081,  9.752, 5,  27.300, -0.500,-67.900
27708.27922, 3,  -0.158, -0.067,  9.757, 5,  27.300, -0.500,-67.800
27708.29922, 3,  -0.165, -0.074,  9.759, 5,  27.400, -0.500,-67.700
27708.31921, 3,  -0.170, -0.077,  9.757, 5,  27.500, -0.500,-67.600
27708.33921, 3,  -0.151, -0.077,  9.757, 5,  27.600, -0.500,-67.400
27708.35920, 3,  -0.163, -0.069,  9.757, 5,  27.700, -0.600,-67.300
27708.37920, 3,  -0.184, -0.093,  9.749, 5,  27.700, -0.600,-67.300
27708.39919, 3,  -0.184, -0.096,  9.757, 4,  -0.001,  0.001, -0.002, 5,  27.700, -0.700,-67.400
27708.41919, 3,  -0.187, -0.105,  9.757, 5,  27.700, -0.700,-67.200
27708.43922, 3,  -0.160, -0.110,  9.759, 5,  27.700, -0.700,-67.200
27708.45924, 3,  -0.163, -0.096,  9.759, 5,  27.700, -0.700,-67.200
27708.47927, 3,  -0.160, -0.093,  9.757, 5,  27.700, -0.700,-67.200
27708.49930, 3,  -0.156, -0.081,  9.757, 5,  27.700, -0.700,-67.200
27708.51933, 3,  -0.146, -0.081,  9.757, 5,  27.700, -0.700,-67.200
27708.53935, 3,  -0.153, -0.072,  9.757, 5,  27.700, -0.700,-67.200
27708.55938, 3,  -0.139, -0.074,  9.754, 5,  27.700, -0.700,-67.400
27708.57941, 3,  -0.136, -0.060,  9.749, 4,   0.001,  0.002, -0.000
27708.59944, 3,  -0.151, -0.084,  9.752, 5,  27.800, -0.600,-67.400
27708.61947, 3,  -0.168, -0.079,  9.757
27708.63950, 3,  -0.168, -0.079,  9.754, 5,  27.800, -0.700,-67.400
27708.65953, 3,  -0.177, -0.105,  9.757, 5,  27.800, -0.700,-67.500
27708.67955, 3,  -0.182, -0.098,  9.754, 5,  27.800, -0.600,-67.500
27708.69958, 3,  -0.168, -0.089,  9.757, 5,  27.800, -0.600,-67.600
27708.71961, 3,  -0.156, -0.086,  9.757, 5,  27.800, -0.600,-67.700
27708.73964, 3,  -0.127, -0.050,  9.738, 5,  28.000, -0.700,-67.800
27708.75967, 3,  -0.144, -0.029,  9.754, 4,   0.001,  0.001,  0.002, 5,  28.200, -0.700,-67.700
27708.77970, 3,  -0.158, -0.062,  9.759, 5,  28.200, -0.700,-67.600
27708.79972, 3,  -0.187, -0.105,  9.747, 5,  28.200, -0.700,-67.500
27708.81975, 3,  -0.172, -0.136,  9.757
27708.83978, 3,  -0.170, -0.134,  9.757, 5,  28.200, -0.800,-67.500
27708.85981, 3,  -0.156, -0.146,  9.757, 5,  28.200, -0.800,-67.400
27708.87984, 3,  -0.153, -0.084,  9.754, 5,  28.200, -0.800,-67.500
27708.89987, 3,  -0.141, -0.081,  9.745, 5,  28.300, -0.800,-67.500
27708.91990, 3,  -0.136, -0.074,  9.757, 5,  28.300, -0.800,-67.400
27708.93996, 3,  -0.163, -0.093,  9.747, 5,  28.200, -0.800,-67.500
27708.96002, 3,  -0.153, -0.079,  9.759, 4,   0.001, -0.000,  0.001, 5,  28.200, -0.900,-67.300
27708.98008, 3,  -0.165, -0.074,  9.759, 5,  28.200, -0.900,-67.300
27709.00014, 3,  -0.151, -0.091,  9.752, 5,  28.200, -0.900,-67.200
27709.02021, 3,  -0.163, -0.077,  9.757, 5,  28.200, -0.900,-67.300
27709.04023, 3,  -0.146, -0.055,  9.757, 5,  28.100, -0.900,-67.200
27709.06026, 3,  -0.146, -0.069,  9.754, 5,  28.000, -0.900,-67.300
27709.08029, 3,  -0.163, -0.062,  9.757, 5,  27.900, -0.900,-67.400
27709.10032, 3,  -0.184, -0.081,  9.754, 5,  27.900, -0.800,-67.400
27709.12035, 3,  -0.184, -0.093,  9.757, 4,   0.000, -0.000,  0.000, 5,  28.000, -0.800,-67.400
27709.14038, 3,  -0.170, -0.105,  9.757, 5,  28.000, -0.800,-67.300
27709.16041, 3,  -0.158, -0.120,  9.757, 5,  28.000, -0.800,-67.300
27709.18044, 3,  -0.139, -0.125,  9.749
27709.20046, 3,  -0.141, -0.096,  9.754, 5,  28.000, -0.800,-67.200
27709.22049, 3,  -0.146, -0.079,  9.757, 5,  28.100, -0.800,-67.200
27709.24052, 3,  -0.160, -0.098,  9.752, 5,  28.100, -0.700,-67.100
27709.26055, 3,  -0.156, -0.060,  9.754, 5,  28.100, -0.700,-67.200
27709.28058, 3,  -0.160, -0.086,  9.752, 5,  28.100, -0.600,-67.200
27709.30061, 3,  -0.160, -0.067,  9.757, 4,  -0.003, -0.000, -0.002, 5,  28.100, -0.600,-67.200
27709.32063, 3,  -0.160, -0.084,  9.757, 5,  28.100, -0.500,-67.100
27709.34066, 3,  -0.153, -0.062,  9.757, 5,  28.100, -0.500,-67.000
27709.36069, 3,  -0.146, -0.067,  9.754, 5,  28.200, -0.500,-66.900
27709.38072, 3,  -0.163, -0.084,  9.757, 5,  28.400, -0.500,-66.900
27709.40075, 3,  -0.172, -0.086,  9.754, 5,  28.400, -0.500,-66.900
27709.42078, 3,  -0.177, -0.098,  9.757, 5,  28.400, -0.500,-67.000
27709.44080, 3,  -0.163, -0.089,  9.759, 5,  28.500, -0.500,-66.900
27709.46083, 3,  -0.146, -0.113,  9.757, 5,  28.500, -0.500,-67.000
27709.48086, 3,  -0.141, -0.105,  9.749, 4,  -0.001, -0.001, -0.000, 5,  28.500, -0.500,-67.000
27709.50089, 3,  -0.139, -0.096,  9.745, 5,  28.400, -0.500,-67.000
27709.52091, 3,  -0.163, -0.101,  9.754, 5,  28.400, -0.500,-67.000
27709.54091, 3,  -0.158, -0.060,  9.757, 5,  28.400, -0.400,-67.000
27709.56090, 3,  -0.151, -0.062,  9.752, 5,  28.400, -0.400,-67.100
27709.58090, 3,  -0.153, -0.069,  9.757, 5,  28.400, -0.400,-67.100
27709.60090, 3,  -0.144, -0.074,  9.742, 5,  28.400, -0.500,-67.100
27709.62089, 3,  -0.165, -0.074,  9.757, 5,  28.400, -0.500,-67.100
27709.64089, 3,  -0.163, -0.096,  9.757, 5,  28.400, -0.500,-67.100
27709.66088, 3,  -0.168, -0.105,  9.759, 4,   0.001, -0.000, -0.000, 5,  28.200, -0.400,-67.100
27709.68088, 3,  -0.151, -0.113,  9.754
27709.70087, 3,  -0.151, -0.108,  9.745, 5,  28.200, -0.400,-67.100
27709.72087, 3,  -0.163, -0.093,  9.757, 5,  28.100, -0.300,-67.000
27709.74086, 3,  -0.156, -0.091,  9.754, 5,  28.200, -0.300,-67.000
27709.76086, 3,  -0.153, -0.093,  9.757, 5,  28.100, -0.300,-66.800
27709.78085, 3,  -0.165, -0.062,  9.757, 5,  28.100, -0.300,-66.800
27709.80085, 3,  -0.139, -0.072,  9.757, 5,  28.100, -0.300,-66.800
27709.82084, 3,  -0.153, -0.089,  9.757, 5,  28.200, -0.300,-66.700
27709.84084, 3,  -0.156, -0.062,  9.757, 4,   0.002, -0.002,  0.000, 5,  28.200, -0.300,-66.800
