Timestamp;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Light;Magnetic_x;Magnetic_y;Magnetic_z;Pressure;Proximity;Latitude;Longitude;Elevation;Speed
20190101_172055;-0.024;-0.038;9.761;0.001;-0.000;0.003;72.0;50.000;-4.500;-134.200;948.9;8.0;49.04122;13.23041;644.2;0.0
20190101_172055;-0.034;0.005;9.759;-0.002;-0.000;0.001;72.0;49.900;-4.500;-134.200;948.9;8.0;49.04122;13.23041;644.2;0.0
20190101_172055;-0.045;-0.010;9.766;0.001;-0.001;-0.001;72.0;49.900;-4.500;-134.000;948.9;8.0;49.04122;13.23041;644.2;0.0
20190101_172055;-0.024;-0.007;9.773;0.002;0.001;0.000;72.0;50.100;-4.600;-133.700;948.9;8.0;49.04122;13.23041;644.2;0.0
20190101_172055;-0.019;0.010;9.761;0.002;0.002;0.000;72.0;50.600;-4.800;-133.400;948.9;8.0;49.04122;13.23041;644.2;0.0
20190101_172056;-0.017;-0.031;9.761;0.001;0.000;0.001;72.0;51.100;-4.800;-132.800;948.9;8.0;49.04122;13.23041;644.0;0.0
20190101_172056;-0.036;-0.029;9.759;-0.001;-0.001;-0.001;72.0;51.400;-4.900;-132.400;948.9;8.0;49.04122;13.23041;644.0;0.0
20190101_172056;-0.007;-0.005;9.769;0.001;0.002;-0.001;72.0;51.300;-4.900;-131.900;948.9;8.0;49.04122;13.23041;644.0;0.0
20190101_172056;-0.017;-0.010;9.761;-0.001;0.001;0.001;72.0;50.800;-5.100;-132.500;948.9;8.0;49.04122;13.23041;644.0;0.0
20190101_172056;0.000;-0.026;9.769;0.000;0.000;-0.001;72.0;50.300;-5.000;-133.300;948.9;8.0;49.04122;13.23041;644.0;0.0
20190101_172056;-0.002;-0.024;9.778;-0.002;0.001;-0.002;72.0;49.800;-4.800;-133.400;948.9;8.0;49.04122;13.23041;644.0;0.0
20190101_172056;-0.031;-0.019;9.771;0.001;0.002;0.000;72.0;49.800;-4.800;-133.400;948.9;8.0;49.04122;13.23041;644.0;0.0
20190101_172056;0.014;-0.017;9.761;-0.001;-0.001;0.001;72.0;49.800;-4.800;-133.400;948.9;8.0;49.04122;13.23041;644.0;0.0
20190101_172056;0.000;-0.017;9.761;0.000;0.000;-0.001;72.0;50.000;-4.900;-133.500;948.9;8.0;49.04122;13.23041;644.0;0.0
20190101_172057;-0.010;-0.024;9.761;-0.001;-0.002;-0.001;72.0;50.200;-4.800;-133.400;948.9;8.0;49.04122;13.23041;643.7;0.0
20190101_172057;-0.017;-0.014;9.757;-0.002;-0.003;-0.001;73.0;50.700;-4.900;-133.000;948.9;8.0;49.04122;13.23041;643.7;0.0
20190101_172057;-0.007;-0.024;9.764;0.001;0.000;0.000;73.0;50.600;-4.900;-132.800;948.9;8.0;49.04122;13.23041;643.7;0.0
20190101_172057;-0.019;0.000;9.769;-0.001;0.001;0.001;74.0;50.300;-4.900;-133.100;948.9;8.0;49.04122;13.23041;643.7;0.0
20190101_172057;-0.041;-0.022;9.761;-0.002;-0.002;0.001;72.0;50.200;-4.800;-133.200;948.9;8.0;49.04122;13.23041;643.7;0.0
20190101_172057;-0.017;0.002;9.776;0.000;-0.000;-0.001;72.0;50.100;-4.700;-133.000;948.9;8.0;49.04122;13.23041;643.7;0.0
20190101_172057;0.007;-0.034;9.757;-0.002;-0.001;-0.000;72.0;50.100;-4.700;-133.300;948.9;8.0;49.04122;13.23041;643.7;0.0
20190101_172057;-0.019;-0.002;9.766;0.000;0.000;-0.001;72.0;49.900;-4.700;-133.500;948.9;8.0;49.04122;13.23041;643.7;0.0
20190101_172057;-0.012;-0.024;9.764;0.001;0.001;-0.000;72.0;49.900;-4.800;-133.800;948.9;8.0;49.04122;13.23041;643.7;0.0
20190101_172058;-0.034;-0.014;9.761;-0.001;-0.000;-0.001;72.0;49.800;-4.700;-133.600;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172058;-0.017;-0.002;9.769;-0.002;-0.000;0.001;72.0;50.100;-4.700;-133.400;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172058;0.000;-0.024;9.761;-0.001;-0.002;-0.002;72.0;50.200;-4.700;-133.300;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172058;-0.010;-0.022;9.764;0.001;0.001;0.001;74.0;50.000;-4.700;-133.500;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172058;-0.022;-0.012;9.761;-0.001;-0.000;-0.000;74.0;49.900;-4.800;-133.400;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172058;-0.022;-0.014;9.764;-0.001;-0.001;-0.000;72.0;50.000;-4.700;-133.500;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172058;-0.029;-0.022;9.764;-0.001;-0.002;-0.002;72.0;50.100;-4.700;-133.400;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172058;-0.014;-0.017;9.761;0.001;0.002;-0.001;72.0;49.900;-4.700;-133.400;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172058;-0.019;-0.012;9.759;0.001;0.002;-0.000;72.0;50.000;-4.900;-133.500;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172059;-0.007;-0.017;9.769;-0.001;0.001;-0.001;72.0;49.900;-4.900;-133.700;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172059;-0.012;-0.005;9.764;-0.001;-0.002;0.004;72.0;50.000;-4.900;-133.500;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172059;-0.024;0.007;9.776;0.002;-0.001;0.001;72.0;49.900;-4.900;-133.700;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172059;-0.031;-0.007;9.773;0.001;0.000;0.001;72.0;50.200;-4.900;-133.500;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172059;-0.005;-0.007;9.764;0.001;-0.001;0.001;72.0;50.800;-5.000;-133.100;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172059;-0.031;-0.010;9.776;-0.002;0.001;-0.001;72.0;51.100;-5.000;-132.700;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172059;-0.014;-0.014;9.769;-0.001;-0.001;-0.003;74.0;50.900;-5.100;-132.900;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172059;0.012;0.005;9.769;-0.002;0.001;-0.001;74.0;50.300;-5.000;-133.400;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172059;-0.029;-0.007;9.771;0.000;-0.001;-0.000;72.0;50.100;-5.100;-133.700;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172100;0.005;0.014;9.764;-0.001;-0.001;-0.000;72.0;50.100;-5.100;-133.900;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172100;-0.019;-0.024;9.757;0.001;-0.001;-0.001;72.0;50.100;-5.100;-133.900;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172100;-0.014;-0.031;9.761;-0.001;0.001;-0.001;73.0;50.100;-5.100;-133.400;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172100;-0.007;-0.005;9.771;-0.002;0.000;-0.001;73.0;50.300;-5.100;-133.000;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172100;-0.026;-0.019;9.769;0.001;-0.001;0.001;72.0;50.400;-5.300;-132.800;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172100;-0.019;-0.002;9.766;0.000;-0.001;-0.001;72.0;50.100;-5.200;-133.500;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172100;-0.019;-0.024;9.771;-0.002;-0.000;0.001;72.0;50.000;-5.200;-133.400;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172100;-0.005;0.002;9.769;0.000;0.001;-0.002;72.0;49.800;-5.100;-133.400;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172100;-0.036;-0.007;9.766;0.001;-0.001;-0.001;72.0;49.900;-5.200;-133.400;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172101;-0.010;-0.019;9.761;0.001;-0.001;-0.001;72.0;49.900;-5.200;-133.500;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172101;-0.024;0.000;9.764;-0.001;-0.002;0.002;72.0;49.800;-5.100;-133.700;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172101;-0.019;-0.002;9.766;-0.001;-0.000;-0.001;72.0;49.700;-5.100;-133.700;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172101;-0.034;-0.017;9.757;-0.001;-0.002;-0.000;72.0;49.600;-5.100;-133.800;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172101;-0.012;-0.012;9.759;-0.001;-0.001;0.002;72.0;49.900;-5.100;-133.800;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172101;-0.010;-0.014;9.764;0.001;-0.001;0.001;72.0;50.100;-5.000;-133.900;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172101;-0.038;-0.002;9.771;-0.002;-0.000;-0.001;72.0;50.000;-5.100;-133.900;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172101;-0.002;0.010;9.776;0.001;-0.001;0.001;72.0;50.000;-5.100;-133.600;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172101;-0.036;-0.002;9.771;0.001;0.000;0.001;72.0;49.900;-5.200;-133.800;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172102;-0.034;-0.031;9.759;0.000;-0.001;-0.001;72.0;49.900;-5.100;-134.000;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172102;-0.024;-0.002;9.764;0.001;-0.001;-0.000;72.0;49.700;-5.100;-134.200;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172102;-0.031;-0.029;9.761;0.000;-0.004;-0.000;72.0;49.800;-5.000;-134.200;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172102;-0.014;0.007;9.778;-0.000;0.002;0.002;72.0;49.800;-5.100;-134.000;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172102;-0.031;-0.019;9.766;0.001;0.000;0.001;72.0;49.700;-5.100;-134.100;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172102;-0.045;-0.017;9.761;0.000;0.000;-0.000;74.0;49.800;-5.100;-134.200;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172102;-0.017;-0.026;9.761;0.001;-0.002;-0.000;74.0;49.600;-5.200;-134.200;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172102;-0.019;-0.014;9.778;0.001;-0.001;-0.001;74.0;49.500;-5.300;-134.300;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172102;-0.029;-0.014;9.769;0.000;-0.001;-0.001;74.0;49.500;-5.400;-134.200;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172103;-0.026;-0.010;9.771;0.000;-0.001;-0.001;72.0;49.600;-5.500;-134.300;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172103;-0.026;0.007;9.785;0.000;-0.001;-0.001;72.0;49.600;-5.500;-134.300;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172103;-0.031;-0.012;9.759;-0.000;-0.000;-0.000;72.0;49.500;-5.400;-134.300;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172103;-0.024;-0.019;9.761;0.001;-0.002;0.001;72.0;49.700;-5.500;-133.900;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172103;-0.029;-0.005;9.764;0.000;-0.001;-0.000;72.0;50.400;-5.400;-133.100;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172103;-0.012;-0.014;9.771;0.001;0.004;-0.001;72.0;50.600;-5.500;-133.100;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172103;-0.014;-0.017;9.769;-0.000;-0.001;-0.000;72.0;49.900;-5.300;-134.000;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172103;-0.012;0.000;9.771;0.001;-0.001;-0.000;72.0;49.400;-5.300;-134.500;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172103;-0.017;-0.031;9.761;-0.000;0.002;-0.001;72.0;49.500;-5.400;-134.200;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172104;-0.019;0.000;9.771;-0.000;-0.001;0.001;72.0;49.500;-5.300;-134.200;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172104;-0.007;0.002;9.771;0.000;-0.001;0.001;72.0;49.800;-5.300;-134.200;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172104;-0.031;-0.024;9.761;-0.002;0.001;-0.000;72.0;49.800;-5.300;-134.200;949.0;8.0;49.04122;13.23041;643.5;0.0
20190101_172104;-0.017;-0.017;9.769;-0.001;0.000;-0.003;72.0;49.700;-5.400;-133.900;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172104;-0.026;-0.007;9.771;0.001;0.001;-0.001;72.0;49.800;-5.400;-133.700;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172104;-0.026;-0.005;9.773;0.000;-0.002;0.002;72.0;50.400;-5.400;-133.100;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172104;-0.024;-0.005;9.766;-0.000;-0.000;0.001;72.0;50.600;-5.400;-132.800;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172104;-0.019;-0.012;9.764;-0.001;-0.000;-0.002;72.0;50.400;-5.500;-133.500;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172104;-0.010;0.007;9.771;-0.002;0.002;-0.001;72.0;50.000;-5.300;-134.200;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172105;-0.010;-0.036;9.764;0.003;0.002;-0.000;72.0;49.800;-5.300;-134.400;948.9;8.0;49.04122;13.23041;643.5;0.0
20190101_172105;-0.024;-0.024;9.764;-0.000;0.000;0.001;72.0;49.500;-5.400;-134.500;948.9;8.0;49.04122;13.23041;642.7;0.0
20190101_172105;-0.026;-0.012;9.759;-0.001;0.000;0.001;72.0;49.500;-5.400;-134.400;948.9;8.0;49.04122;13.23041;642.7;0.0
20190101_172105;0.017;-0.002;9.773;0.002;0.002;0.002;72.0;49.700;-5.500;-134.300;948.9;8.0;49.04122;13.23041;642.7;0.0
20190101_172105;-0.022;-0.005;9.769;0.000;0.001;0.001;72.0;49.800;-5.500;-134.100;948.9;8.0;49.04122;13.23041;642.7;0.0
20190101_172105;-0.017;0.019;9.788;-0.002;-0.000;-0.001;72.0;50.000;-5.500;-134.000;948.9;8.0;49.04122;13.23041;642.7;0.0
20190101_172105;-0.014;-0.005;9.783;0.001;0.000;-0.001;72.0;49.900;-5.300;-134.100;948.9;8.0;49.04122;13.23041;642.7;0.0
20190101_172105;-0.029;-0.007;9.769;0.000;-0.000;0.001;72.0;50.000;-5.200;-134.100;948.9;8.0;49.04122;13.23041;642.7;0.0
20190101_172105;-0.019;-0.010;9.769;0.000;0.000;-0.001;72.0;49.900;-5.300;-134.200;948.9;8.0;49.04122;13.23041;642.7;0.0
20190101_172106;-0.017;-0.002;9.766;-0.001;0.000;-0.001;72.0;49.900;-5.400;-134.200;948.9;8.0;49.04122;13.23041;642.7;0.0
20190101_172106;-0.002;-0.007;9.759;0.001;0.001;-0.000;74.0;49.700;-5.600;-134.400;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172106;-0.029;-0.014;9.761;-0.001;0.001;-0.001;72.0;49.500;-5.600;-134.300;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172106;-0.012;-0.007;9.771;-0.002;0.000;-0.000;72.0;49.500;-5.500;-134.200;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172106;-0.029;-0.010;9.773;-0.000;-0.001;-0.000;72.0;49.700;-5.400;-134.300;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172106;0.024;-0.050;9.757;0.001;0.002;-0.002;72.0;50.200;-5.500;-133.900;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172106;-0.022;-0.012;9.773;0.001;0.001;-0.002;72.0;50.300;-5.600;-133.800;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172106;-0.005;0.012;9.781;0.000;-0.002;0.001;72.0;50.200;-5.600;-133.300;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172106;-0.012;-0.053;9.759;0.000;0.002;0.001;72.0;49.600;-5.400;-133.900;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172107;-0.029;-0.014;9.766;-0.000;0.001;-0.001;72.0;49.800;-5.300;-134.000;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172107;-0.010;0.012;9.771;0.000;0.001;0.001;74.0;49.800;-5.400;-134.200;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172107;-0.017;-0.019;9.769;0.000;-0.002;-0.001;74.0;49.700;-5.400;-134.300;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172107;-0.014;0.002;9.778;0.000;-0.001;0.002;74.0;49.600;-5.400;-134.500;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172107;-0.038;-0.024;9.764;0.000;0.000;-0.001;74.0;49.600;-5.300;-134.600;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172107;-0.019;-0.007;9.776;0.002;-0.001;-0.001;74.0;49.800;-5.300;-134.300;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172107;-0.017;-0.017;9.764;-0.001;-0.001;0.001;72.0;49.800;-5.300;-134.100;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172107;-0.031;-0.022;9.761;0.000;0.001;-0.000;72.0;50.000;-5.300;-134.300;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172107;-0.026;-0.026;9.761;-0.000;-0.001;-0.001;72.0;49.800;-5.400;-134.600;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172108;-0.002;-0.019;9.759;0.001;0.001;0.001;72.0;49.800;-5.400;-134.600;948.9;8.0;49.04122;13.23041;642.1;0.0
20190101_172108;0.000;-0.019;9.757;-0.001;-0.003;-0.001;72.0;49.600;-5.400;-134.400;948.9;8.0;49.04122;13.23041;641.6;0.0
20190101_172108;0.012;-0.019;9.757;-0.001;0.002;-0.001;72.0;49.600;-5.500;-134.300;948.9;8.0;49.04122;13.23041;641.6;0.0
20190101_172108;-0.005;-0.026;9.761;-0.000;-0.002;0.001;72.0;49.800;-5.600;-134.300;948.9;8.0;49.04122;13.23041;641.6;0.0
20190101_172108;0.010;-0.026;9.757;-0.002;0.001;-0.000;74.0;49.700;-5.600;-134.300;948.9;8.0;49.04122;13.23041;641.6;0.0
20190101_172108;0.012;-0.002;9.759;-0.000;0.000;-0.001;72.0;49.700;-5.700;-134.200;948.9;8.0;49.04122;13.23041;641.6;0.0
20190101_172108;0.024;0.019;9.761;0.000;0.000;0.001;72.0;49.500;-5.600;-133.900;948.9;8.0;49.04122;13.23041;641.6;0.0
20190101_172108;-0.007;-0.012;9.769;0.001;0.002;0.001;74.0;49.700;-5.500;-134.200;948.9;8.0;49.04122;13.23041;641.6;0.0
20190101_172108;-0.012;-0.026;9.759;-0.001;-0.002;-0.001;73.0;49.600;-5.700;-134.400;948.9;8.0;49.04122;13.23041;641.6;0.0
20190101_172109;-0.034;-0.005;9.766;0.003;0.002;0.001;73.0;49.400;-5.800;-134.600;948.9;8.0;49.04122;13.23041;641.6;0.0
20190101_172109;-0.041;-0.007;9.778;0.001;0.001;-0.001;74.0;49.500;-5.700;-134.500;948.9;8.0;49.04122;13.23041;641.2;0.0
20190101_172109;-0.019;-0.029;9.757;0.001;0.000;0.002;74.0;49.300;-5.600;-134.700;948.9;8.0;49.04122;13.23041;641.2;0.0
20190101_172109;-0.005;0.007;9.759;0.000;0.002;-0.001;74.0;49.500;-5.500;-134.700;948.9;8.0;49.04122;13.23041;641.2;0.0
20190101_172109;-0.043;-0.019;9.783;0.001;0.002;-0.001;74.0;49.500;-5.600;-134.500;948.9;8.0;49.04122;13.23041;641.2;0.0
20190101_172109;0.017;0.022;9.776;-0.001;0.002;0.001;74.0;50.100;-5.600;-133.600;948.9;8.0;49.04122;13.23041;641.2;0.0
